Article,Title,Description,URL,Content,Published
10,Microsoft is reportedly in talks to pump in $10 billion into OpenAI — the owner of ChatGPT — valuing the company at $29 billion,"Microsoft is negotiating to receive 75% of OpenAI's profits until it gets it recovers its investment, after which it would own 49% of the startup.",https://www.businessinsider.com/microsoft-talks-invest-billions-openai-chatgpt-owner-report-2023-1,Microsoft is reportedly in talks to pump in 10 billion into OpenAI the owner of ChatGPT valuing the company at 29 billion Microsoft is in talks to invest about 10 billion into OpenAI the startup behind the ChatGPT chatbot per Semafor. The investment would value OpenAI at 29 billion. Its now valued at about 20 billion. Tech giant Microsoft is in talks to invest about 10 billion into OpenAI the owner of the popular ChatGPT chatbot per a Semafor report on Tuesday which cited people familiar with the matter. The investment would value OpenAI at about 29 billion Semafors Liz Hoffman and Reed Albergotti reported. Its now valued at about 20 billion. The deal was targeted to close by the end of 2022 but it isnt clear if it has been finalized yet Semafor reported citing documents sent to prospective investors. The Wall Street Journal reported last Thursday that OpenAI was in talks to sell existing shares of the company in a tender offer that would value the firm at 29 billion. Venture capital firms including Thrive Capital and Founders Funds were in talks to invest at least 300 million in the share sales according to the Journal. As part of the current deal Microsoft is negotiating its proposing to get 75 of OpenAIs profits until it gets it recovers its investment after which Microsofts aims to get 49 stake in the company per the media outlet. Other investors are expected to own another 49 of the company while OpenAIs nonprofit parent would hold the remaining stake per Semafor. Microsoft told Insider it does not comment on speculation. OpenAI did not immediately respond to Insiders request for comment sent outside regular business hours. This would not be the first time Microsofts looking at an investment into OpenAI. The tech titan has already invested 1 billion into OpenAI in 2019. The Information reported in October that Microsoft was looking to increase its investment in the startup. OpenAI an artificial intelligence research lab was cofounded by Y Combinator alum Sam Altman Tesla SpaceX and now Twitter CEO Elon Musk and others in 2015. Sam Altman sama January 4 2023 It has been making waves recently with ChatGPT a platform launched in November as its able to generate written humanlike text. ChatGPT has been so hot Googles management has even issued a code red over the potential rival the The New York Times reported in December. Insider reporter Beatrice Nolan tested out the platform and asked ChatGPT to help her write cover letters for real jobs and recruiters told her they looked good enough for them to follow up. Jack Ma the billionaire founder of Alibaba who disappeared from public view in 2020 appears to resurface in Thailand as he prepares to give up control of his company The average ChickfilA franchise exceeds 8 million in sales and has one of the lowest fastfood franchise startup fee heres how to open one Chinas government is buying Alibaba and Tencent shares that give the Communist Party special rights over certain business decisions report says Amazon Great Republic Day Sale best deals on phones iPhone 13 OnePlus Nord 2T 5G Redmi A1 and more Wipro sees FY23 revenue growth at 11. 512 Q3 profit growth beats analyst expectations Rupee falls 4 paise to close at 81. 34 against US dollar 13th Gen Intel Core i913900KS brings unprecedented speed to desktop users Credit expansion will taper down next year if deposits growth doesnt rise Axis Bank MD,2023-01-10T08:05:49Z
11,Microsoft's reported $10 billion OpenAI bet is a gamble on the future of AI,"Microsoft is said to be prepping a $10 billion investment in OpenAI, the creator of ChatGPT. It's a big vote of confidence in the future of AI.",https://www.businessinsider.com/microsoft-10-billion-openai-gamble-2023-1,Microsofts reported 10 billion OpenAI bet is a gamble on the future of AI Happy Wednesday friends. This is Matt Weinberger deputy editor of Insiders tech analysis team writing to you from extremely rainy hopefully not flooded by the time you read this San Francisco. Were less than two weeks into 2023 and its already become clear that OpenAIs ChatGPT will be the defining technology of the year. The ability to ask a robot to write you anything from a cover letter to dating app responses has proven to be an addictive and enticing one sparking a new gold rush in the startup space. Microsoft clearly wants in on this in a big way The Redmondbased titan is said to be in talks to invest 10 billion in OpenAI at a 29 billion valuation. The two companies are already pretty cozy as Microsoft is said to plan to integrate OpenAIs technology into the Bing search engine and Office productivity suite. But this would take it to the next level Microsoft is reportedly asking for 75 of OpenAIs profits until it recoups the 10 billion. Thats some serious business in more ways than one. But it just goes to show you how much confidence Microsoft and others have in the future of AI. Heres what you need to know on this wintry Wednesday. If this was forwarded to you sign up here. Download Insiders app here. 1. Microsofts big bet on OpenAI is both totally wild and completely understandable. Microsoft is said to be prepping a 10 billion investment in OpenAI even as separate reports indicate that its bringing the ChatGPT AI chatbot and tech like it to products like Bing Office and Windows. The wouldbe deal really underscores just how quickly OpenAIs star has risen as ChatGPT hits the mainstream. Still that 29 billion valuation is rich for a company with limited revenue and the high costs of running advanced AI. It raises the question Is the AI boom just another bubble Consider also that even with all the hype ChatGPT aint perfect. Insiders Jordan Parker Erb used it to answer her Hinge matches and didnt get a single response. Artificial intelligence is great at pattern matching but perhaps less so at matchmaking. But if you wont find AI on the dating scene you might come across it in the courtroom sooner than you think. The founder of startup DoNotPay wants people to use its robot lawyer in traffic court as soon as February. The floodgates are officially open. Read more about Microsoft and OpenAI here. In other news 2. New footage shows a Tesla that was allegedly in selfdriving mode stopping short in a busy tunnel and the 8car pileup that followed. The incident happened in San Francisco on November 24th. Surveillance footage of the accident first reported by the Intercept shows the moment the Tesla stopped. 3. A reorg at Apple as a top exec exits. Insider reported this week that Peter Stern a key exec in Apples subscription business is out. Stern had helped build services like Apple Music Fitness and TV into the major players they are today. In the wake of his departure a new structure is coming to the unit. Read more here. 4. So much for move fast and break things A top Meta exec reportedly told employees that the companys headcount had ballooned too fast in recent years leading to the company moving far too slowly. Some meetings took a month to schedule out because too many people were involved he reportedly said. 5. AI comes to the creator economy. Read Insiders list of the top 12 AI tools that are helping content creators do their work from dubbing to writing copy according to industry insiders. The full list is here. 6. Googles next moonshot is a little more grounded. Meet Mineral a new company spun out of Googles famed X labs under the larger Alphabet umbrella. It aims to use AI to give farmers more data about their crops representing a new way for the tech giant to make money from its most cuttingedge tech. 7. Web3 joins the climate fight. Insiders April Joyner has an exclusive look at the pitch deck that startup Open Forest Protocol used to raise 4. 1 million for its Web3flavored approach to the carbon credit market. Read the deck here. 8. Whos to blame when remote workers underperform Salesforce CEO Marc Benioff poked the proverbial this week when he doubled down on his comments that younger remote employees are underperforming. Experts tell Insider that the real culprit is probably how those workers are trained and managed. Odds and ends 9. The nonenvironmentalist case for electric cars. Insiders Tim Levin is an expert on cars in general and electric vehicles in particular. From hightech bonus features to the benefits of charging instead of pumping gas heres his rundown of some lessobvious arguments to make your next car an electric. 10. How to be sneaky on Snapchat. Snapchats whole selling point is that the photos you send vanish after a set amount of time. Thats why its always told you when someone takes a screenshot. But maybe you want to be sneaky we dont judge. Read Insiders guide on how to take a Snapchat screenshot without alerting the other party. Curated by Matt Weinberger in San Francisco. Feedback or tips Email mweinbergerinsider. com or tweet gamoid. Edited by Hallam Bullock tweet hallambullock in London. Jack Ma the billionaire founder of Alibaba who disappeared from public view in 2020 appears to resurface in Thailand as he prepares to give up control of his company The average ChickfilA franchise exceeds 8 million in sales and has one of the lowest fastfood franchise startup fee heres how to open one Chinas government is buying Alibaba and Tencent shares that give the Communist Party special rights over certain business decisions report says Amazon Great Republic Day Sale best deals on phones iPhone 13 OnePlus Nord 2T 5G Redmi A1 and more Wipro sees FY23 revenue growth at 11. 512 Q3 profit growth beats analyst expectations Rupee falls 4 paise to close at 81. 34 against US dollar 13th Gen Intel Core i913900KS brings unprecedented speed to desktop users Credit expansion will taper down next year if deposits growth doesnt rise Axis Bank MD,2023-01-11T11:40:00Z
12,Microsoft's investment into ChatGPT's creator may be the smartest $1 billion ever spent,"If OpenAI's models lives up to their promise, Microsoft has futureproofed its own business for decades.",https://www.businessinsider.com/microsoft-openai-investment-the-smartest-1-billion-ever-spent-2023-1,Microsofts investment into ChatGPTs creator may be the smartest 1 billion ever spent Microsofts 1 billion investment into OpenAI may be one of the shrewdest bets in tech history. OpenAI released AI bot ChatGPT and is in discussions to raise capital at a 30 billion valuation. It has looked over the past few months like Big Techs bull run is coming to end. As interest rates soar even cashrich tech companies are pulling back on risky expensive moonshots or moneylosing projects. But one speculative bet is increasingly looking like excellent value for money. In 2019 Microsoft invested 1 billion into the buzzy artificial intelligence research outfit OpenAI cofounded by Y Combinator alum Sam Altman Elon Musk and a group of others just over seven years ago. Financial details of the deal werent disclosed at the time but MIT Tech Review reported in 2020 that the 1 billion was split between cash and credits for Azure Microsofts cloud business. Insider has approached both firms for comment. In November OpenAI released a userfriendly bot ChatGPT based on its GPT3. 5 language model which was trained on Azure. Engineers academics entrepreneurs nontechies and investors were nearuniversal in their hype and praise as ChatGPT proved scarily intelligent up to a point. Even if flawed ChatGPT is sufficiently smart that Google sees the chatbot as a code red for its search business. Now OpenAI is reportedly in discussions to raise more capital at a valuation close to 30 billion up from a current 20 billion valuation and is in discussions with Peter Thielrun VC firm Founders Fund according to reports. The valuation would be cemented through a tender offer involving the sale of existing shares to investors. Apart from the ROI Microsofts deal only looks smarter as more details emerge. The Information reported that the company could integrate ChatGPT into Bing its flailing Google competitor. As Insiders Emilia David writes thats the first real threat to Googles search hegemony in two decades. ChatGPT could fuel growth for Bing and Azure Gil Luria director of research at DA Davidson an investment bank wrote in a note on Wednesday that Microsoft deserves a premium valuation relative to the market with its investment in OpenAI as a source of upside. We believe Microsofts investment in OpenAI will translate to significant underappreciated upside Luria wrote. He added that the unprecedented activity in ChatGPT is translating to incremental volumes for Azure. Luria said there are estimates of between 250 million and 1 billion annual run rate of expenses at OpenAI much of which is likely being spent on Azure. Even with the Azure credit bung OpenAI will need to start spending hard cash on Microsofts infrastructure eventually provided the tech giant negotiated exclusivity ChatGPT has already crossed 1 million users according to Altman. OpenAI itself expects 1 billion in revenue by 2024 according to Reuters. DA Davidson expects those levels to increase significantly with the introduction of OpenAIs GPT 4 its nextgeneration AI model later this year. Bing too has room to grow. Luria estimates with 120 billion of annual run rate revenue Google Search represents most of Googles 1. 1 trillion of value while Bing at around 11 billion of run rate revenue represents at most 5 of Microsofts revenue and value. Longerterm we believe incorporating ChatGPT capabilities into Bing may provide Microsoft with a onceadecade opportunity to unseat Googles Search dominance he wrote. Investors may be souring on speculative tech but AI looks resilient There is speculation that Microsoft may look to buy OpenAI. But an investment rather than a buyout gives it flexibility and room to experiment. Google by contrast bought Londonbased DeepMind in 2014 and has mostly seen its acquisition lose money since its expensive to own and operate what is effectively a private research faculty. DeepMind spends about half a billion dollars on staffing costs alone annually. And while investors may be generally souring on tech the field of artificial intelligence remains resilient. Figures from data firm Pitchbook suggest that VC investment in AI hit 1. 37 billion in 2022 across 78 deals representing almost the total invested over the past five years. Other sectors saw declines by contrast. That suggests investors will still look to pile into the hottest AI companies cementing the value of Microsofts deal. Nearterm challenges facing financial markets could result in improved deal terms for investors which could ultimately lead to heightened returns in the future Nalin Patel lead analyst of EMEA private capital at Pitchbook told Insider. Therefore investors will be keen to deploy capital into companies operating in nascent areas with strong longterm growth potential such as OpenAI. In a research note Pitchbook senior analyst Brendan Burke said that in 2023 AI startups will stand out by applying something known as imitation learning to AI foundation models a means of training general AI models to carry out specific tasks. Specifically the excitement in imitation learning he noted comes from the potential to produce commercial business models particularly if they are embedded within foundation models such as OpenAIs upcoming GPT4. OpenAI has made imitation learning a key area of interest having published a paper in June 2022 about a neural network trained to play Minecraft after watching 70000 hours of videos online. OpenAIs eventual growth and profitability is not a slam dunk. There have been several AI winters which saw interest in research and funding drop off. And slow progress in some areas like selfdriving cars has fueled skepticism when it comes to AI working in the wild. And Burke noted that AI features such as imitation learning remain unproven in a commercial context and may suffer from a lack of quality data on user task completion. Ethicists also fret about how blackbox AI could be abused. Still 2022 felt like a genieoutofthebottle moment thanks to ChatGPT and the popularity of OpenAIs generative image model DALLE. Microsoft may find its futureproofed itself with just 1 billion. Jack Ma the billionaire founder of Alibaba who disappeared from public view in 2020 appears to resurface in Thailand as he prepares to give up control of his company The average ChickfilA franchise exceeds 8 million in sales and has one of the lowest fastfood franchise startup fee heres how to open one Chinas government is buying Alibaba and Tencent shares that give the Communist Party special rights over certain business decisions report says Amazon Great Republic Day Sale best deals on phones iPhone 13 OnePlus Nord 2T 5G Redmi A1 and more Wipro sees FY23 revenue growth at 11. 512 Q3 profit growth beats analyst expectations Rupee falls 4 paise to close at 81. 34 against US dollar 13th Gen Intel Core i913900KS brings unprecedented speed to desktop users Credit expansion will taper down next year if deposits growth doesnt rise Axis Bank MD,2023-01-06T17:56:16Z
13,"ChatGPT could be a 'game changer' for Microsoft that turns it into a core AI stock as it mulls a $10 billion investment into OpenAI, Wedbush says","Microsoft could integrate the ChatGPT technology into its Bing search engine, Microsoft Office products, and Azure cloud platform, Wedbush said.",https://markets.businessinsider.com/news/stocks/chatgpt-microsoft-stock-game-changer-ai-openai-10-billion-investment-2023-1,ChatGPT a potential game changer for MSFT according to a note from Wedbush analyst Dan Ives. Microsoft already invested 1 billion in parent OpenAI back in 2019 and its reportedly in talks to invest another 10 billion. This strategic investment is a smart poker move in this AI arms race that is taking place globally Ives said. Microsoft could reinvent itself if it moves ahead with a large investment in OpenAI the company behind the wildly popular ChatGPT chatbot that launched late last year. Thats according to Wedbush analyst Dan Ives who said in a Wednesday note that Microsofts reported plans to invest up to 10 billion into OpenAI would help turn Microsoft into a core AI stock. With ChatGPT being one of the most innovative AI technologies seen in the industry Microsoft is clearly being aggressive on this front and not going to be left behind on what could be a potential game changing AI investment Ives said. Microsoft already invested 1 billion in OpenAI back in 2019 and now the software giant is reportedly in talks to invest another 10 billion in the company at a 29 billion valuation. Such an investment would reportedly net Microsoft 75 of OpenAIs profits until it recoups its investment. From there Microsoft would hold 49 ownership of OpenAI if the reported deal is completed. According to Ives Microsoft has plenty of opportunities to integrate the technology of ChatGPT across its portfolio of products including its Bing search engine Microsoft Office products and Azure cloud platform. Over time and if successful Bing could even take some search market share away from Google according to the note. Whats important according to Ives is that Microsoft CEO Satya Nadella doesnt repeat the same mistakes made by Microsoft during the late 1990s when it was embroiled in an antitrust battle with the US government. That situation slowed down Microsofts investing vision and led to the company missing out on big trends like social media and mobile smartphones. Nadella is not going to repeat the same mistakes and we believe this strategic investment is a smart poker move in this AI arms race that is taking place globally Ives said. Ives continues to rate Microsoft at Outperform with a 290 price target representing potential upside of 24 from current levels.,2023-01-11T15:27:00Z
14,ChatGPT Creator In Talks For Tender Offer That Would Give It $29 Billion Valuation,"Artificial-intelligence research company OpenAI is in discussions over potentially selling at least $300 million in shares in a tender offer that would give it a roughly $29 billion valuation, the Wall Street Journal reported Thursday. From a report: The offe…",https://tech.slashdot.org/story/23/01/05/2150210/chatgpt-creator-in-talks-for-tender-offer-that-would-give-it-29-billion-valuation,ChatGPT Creator In Talks For Tender Offer That Would Give It 29 Billion Valuation marketwatch. com 35 The offering of shares of OpenAI known for AI programs like the chatbot ChatGPT and the imagegenerator DallE 2 would make it among the most highlyvalued startups in the U. S. the Journal said. The valuation would be more than twice its valuation of 14 billion in 2021 according to the Journal. Thrive Capital and Founders Fund are in discussions to invest in the offering under which existing shareholders would sell their shares to other investors according to the Journal which cited people familiar with the matter. The deal terms could change and have not been finalized. Further readingMicrosoft and OpenAI Working On ChatGPTPowered Bing In Challenge To Google,2023-01-05T23:20:00Z
15,Microsoft In Talks To Invest $10 Billion In ChatGPT Owner,"Microsoft is in talks to invest $10 billion into OpenAI, the owner of ChatGPT, which will value the San Francisco-based firm at $29 billion, Semafor reported on Monday, citing people familiar with the matter. Reuters reports: The funding includes other ventur…",https://slashdot.org/story/23/01/10/0728212/microsoft-in-talks-to-invest-10-billion-in-chatgpt-owner,Microsoft In Talks To Invest 10 Billion In ChatGPT Owner reuters. com 44 The funding includes other venture firms and deal documents were sent to prospective investors in recent weeks with the aim to close the round by the end of 2022 the report said. This follows a Wall Street Journal report that said OpenAI was in talks to sell existing shares at a roughly 29 billion valuation with venture capital firms such as Thrive Capital and Founders Fund buying shares from existing shareholders. Last week a report from the Information said Microsoft was working to launch a version of Bing using the AI behind ChatGPT. The Semafor report said the funding terms included Microsoft getting 75 of OpenAIs profits until it recoups its initial investment once OpenAI figures out how to make money on ChatGPT and other products like image creation tool DallE. On hitting that threshold Microsoft would have a 49 stake in OpenAI with other investors taking another 49 and OpenAIs nonprofit parent getting 2 the report said without clarifying what the stakes would be until Microsoft got its money back. The Semafor report said the funding terms included Microsoft getting 75 of OpenAIs profits until it recoups its initial investment once OpenAI figures out how to make money on ChatGPT and other products like image creation tool DallE. On hitting that threshold Microsoft would have a 49 stake in OpenAI with other investors taking another 49 and OpenAIs nonprofit parent getting 2 the report said without clarifying what the stakes would be until Microsoft got its money back.,2023-01-10T08:45:00Z
16,Humans and AI Will Understand Each Other Better Than Ever,Transformers—data models based on neural networks—will radically change how machines interact with us.,https://www.wired.com/story/artificial-intelligence-neural-networks/,Artificial intelligence has promised much but there has been something holding it back from being used successfully by billions of people a frustrating struggle for humans and machines to understand one another in natural language. This is now changing thanks to the arrival of large language models powered by transformer architectures one of the most important AI breakthroughs in the past 20 years. Transformers are neural networks designed to model sequential data and generate a prediction of what should come next in a series. Core to their success is the idea of attention which allows the transformer to attend to the most salient features of an input rather than trying to process everything. These new models have delivered significant improvements to applications using natural language like language translation summarization information retrieval and most important text generation. In the past each required bespoke architectures. Now transformers are delivering stateoftheart results across the board. Although Google pioneered transformer architecture OpenAI became the first to demonstrate its power at scale in 2020 with the launch of GPT3 Generative PreTrained Transformer 3. At the time it was the largest language model ever created. GPT3s ability to produce humanlike text generated a wave of excitement. It was only the start. Large language models are now improving at a truly impressive rate. Parameter count is generally accepted as a rough proxy for a models capabilities. So far weve seen models perform better on a wide range of tasks as the parameter count scales up. Models have been growing by almost an order of magnitude every year for the past five years so its no surprise that the results have been impressive. However these very large models are expensive to serve in production. Whats really remarkable is that in the past year they have been getting smaller and dramatically more efficient. Were now seeing impressive performance from small models that are a lot cheaper to run. Many are being opensourced further reducing barriers to experimenting with and deploying these new AI models. This of course means theyll become more widely integrated into apps and services that youll use every day. They will increasingly be able to generate very highquality text images audio and video content. This new wave of AI will redefine what computers can do for their users unleashing a torrent of advanced capabilities into existing and radically new products. The area Im most excited about is language. Throughout the history of computing humans have had to painstakingly input their thoughts using interfaces designed for technology not humans. With this wave of breakthroughs in 2023 we will start chatting with machines in our languageinstantly and comprehensively. Eventually we will have truly fluent conversational interactions with all our devices. This promises to fundamentally redefine humanmachine interaction. Over the past several decades we have rightly focused on teaching people how to codein effect teaching the language of computers. That will remain important. But in 2023 we will start to flip that script and computers will speak our language. That will massively broaden access to tools for creativity learning and playing. As AI finally emerges into an age of utility the opportunities for new AIfirst products are immense. Soon we will live in a world where regardless of your programming abilities the main limitations are simply curiosity and imagination.,2022-12-28T12:00:00Z
17,"Quora Launches Poe, a Way To Talk To AI Chatbots Like ChatGPT","Signaling its interest in text-generating AI systems like ChatGPT, Quora this week launched a platform called Poe that lets people ask questions, get instant answers and have a back-and-forth dialogue with AI chatbots. TechCrunch reports: Short for ""Platform …",https://slashdot.org/story/22/12/22/0659257/quora-launches-poe-a-way-to-talk-to-ai-chatbots-like-chatgpt,Quora Launches Poe a Way To Talk To AI Chatbots Like ChatGPT techcrunch. com 25 Short for Platform for Open Exploration Poe which is inviteonly and currently only available on iOS is designed to be a place where people can easily interact with a number of different AI agents a Quora spokesperson told TechCrunch via text message. We have learned a lot about building consumer internet products over the last 12 years building and operating Quora. And we are specifically experienced in serving people who are looking for knowledge the spokesperson said. We believe much of what weve learned can be applied to this new domain where people are interfacing with large language models. We think this will be a fun way for people to interact with and explore different language models. Poe is designed to be the best way for someone to get an instant answer to any question they have using natural conversation the spokesperson said. There is an incredible amount of research and development going into advancing the capabilities of these models but in order to bring all that value to people around the world there is a need for good interfaces that are easy to use. We hope we can provide that interface so that as all of this development happens over the years ahead everyone around the world can share as much as possible in the benefits. At launch Poe provides access to several textgenerating AI models including ChatGPT. OpenAI doesnt presently offer a public API for ChatGPT the Quora spokesperson refused to say whether Quora has a partnership with OpenAI for Poe or another form of early access. Poes like a text messaging app but for AI models users can chat with the models separately. Within the chat interface Poe provides a range of different suggestions for conversation topics and use cases like writing help cooking problem solving and nature. Poe ships with only a handful of models at launch but Quora plans to provide a way for model providers e. g. companies to submit their models for inclusion in the near future. At launch Poe provides access to several textgenerating AI models including ChatGPT. OpenAI doesnt presently offer a public API for ChatGPT the Quora spokesperson refused to say whether Quora has a partnership with OpenAI for Poe or another form of early access. Poes like a text messaging app but for AI models users can chat with the models separately. Within the chat interface Poe provides a range of different suggestions for conversation topics and use cases like writing help cooking problem solving and nature. Poe ships with only a handful of models at launch but Quora plans to provide a way for model providers e. g. companies to submit their models for inclusion in the near future.,2022-12-22T10:00:00Z
18,"Microsoft hopes to take on Google with a version of Bing that uses the AI behind ChatGPT, report says","The new Bing feature plans to use provide users with direct answers to some searches, rather than just showing links, two people told The Information.",https://www.businessinsider.com/microsoft-bing-chatgpt-google-search-openai-2023-1,Microsoft hopes to take on Google with a version of Bing that uses the AI behind ChatGPT report says Microsoft is reportedly launching a version of Bing that plans to use the AI behind ChatGPT. The feature will use the tech to provide users with answers to some searches per The Information. Microsoft is hoping its Bing search engine can take on rival Google with a feature that incorporates the tech behind the AI chatbot ChatGPT. Microsoft plans to use the same AI as ChatGPT to provide users with answers to some searches rather than just displaying relevant links two people familiar with the plans told The Information. Microsoft could launch the new AIpowered version of Bing before the end of March the news outlet reported. Representatives for OpenAI and Microsoft did not immediately respond to Insiders request for comment made outside normal working hours. Both companies declined to comment on the plans to The Information. Microsoft publically backed OpenAI the startup that developed ChatGPT in 2019 with a 1 billion investment. Since then Microsoft has launched an AI coding tool known as Copilot that utilizes OpenAIs technology to help developers automatically generate code. In an October blog post the tech giant also said it planned to incorporate OpenAIs image generator DALLE into its Image Creator in Bing. Google has reportedly been scrambling to try and combat the threat posed by OpenAIs ChatGPT. The tech giants management issued a code red after the launch of the AI chatbot sparked concerns about the future of Google Search according to The New York Times. Googles CEO Sundar Pichai has directed some company resources to refocus its efforts on addressing the issues posed by ChatGPT according to an internal memo and audio recording reviewed by The Times. Jack Ma the billionaire founder of Alibaba who disappeared from public view in 2020 appears to resurface in Thailand as he prepares to give up control of his company The average ChickfilA franchise exceeds 8 million in sales and has one of the lowest fastfood franchise startup fee heres how to open one Chinas government is buying Alibaba and Tencent shares that give the Communist Party special rights over certain business decisions report says Amazon Great Republic Day Sale best deals on phones iPhone 13 OnePlus Nord 2T 5G Redmi A1 and more Wipro sees FY23 revenue growth at 11. 512 Q3 profit growth beats analyst expectations Rupee falls 4 paise to close at 81. 34 against US dollar 13th Gen Intel Core i913900KS brings unprecedented speed to desktop users Credit expansion will taper down next year if deposits growth doesnt rise Axis Bank MD,2023-01-04T13:23:02Z
19,"With Bing and ChatGPT, Google is about to face competition in search for the first time in 20 years","Bing, the perpetually overlooked search engine competing against Google, may finally have something that could convince web users to switch over.",https://www.businessinsider.com/bing-chatgpt-google-faces-first-real-competition-in-20-years-2023-1,With Bing and ChatGPT Google is about to face competition in search for the first time in 20 years Microsoft put 1 billion in OpenAI which built ChatGPT and plans to integrate ChatGPT into Bing. Bing has not come close to touching Googles search dominance since it was launched in 2009. ChatGPT the generative AI app which went megaviral at the tail end of 2022 has been touted as the savior or destroyer of everything ranging from academic rigor to the entire marketing profession.. Also on that list search engines. While Google has been the undisputed leader in internet search many were quick to say ChatGPT could disrupt its reign. While theres been valid skepticism that ChatGPT is an immediate threat to Google that could change soon. The Information reported Microsoft and ChatGPT creator OpenAI are working on integrating the technology into Microsofts perpetually overlooked search site Bing. Microsoft invested 1 billion in OpenAI in 2019 and it seems like that investment is paying dividends. Bing has lost to Google search for over a decade but with the integration of ChatGPT Bing may offer the first compelling reason why people might want to switch from Google. The big questions are How much can ChatGPT improve Bing And will it force Google to change its own search engine in response Microsoft gets a shot in the arm News that Bing is looking to integrate ChatGPT prompted investment bank D. A. Davidson to initiate coverage on Microsoft with a price target of 17 higher than the current price of 222. 34. We believe incorporating ChatGPT capabilities into Bing may provide Microsoft with a onceadecade opportunity to unseat Googles Search dominance said analyst Gil Luria. Luria added that while Bing is a distant second to Google incorporating ChatGPTs capabilities allows Bing to grow at much higher rates for both the search and advertising business. While Luria takes into account Googles own forays into generative AI he believes these projects have not made the same strides as ChatGPT. Beyond using ChatGPTs advancements to improve Bing Microsoft also wins because OpenAI runs on its Azure cloud. In the short term we believe the unprecedented activity on OpenAIs ChatGPT is translating into incremental volumes into Azure Luria said. We expect those levels to increase significantly with the introduction of GPT 4. 0 later this year and the many product offshoots that will link to OpenAI via APIs. D. A. Davidson estimates OpenAI has annual expenses of 250 million to 1 billion with the majority spent on Azure. As ChatGPT gained popularity some Google executives told Insiders Tom Dotan that the underlying technology powering ChatGPT large language models has inherent limitations often presents wrong answers and is expensive to run. However reporting from the New York Times said the company declared a code red around ChatGPT and management had meetings hoping to push for more generative AItype products. Can ChatGPT deliver And will Google be forced to improve Googles search product has come under scrutiny for the past few years. The Atlantic decried Google Search is not what it used to be Fast Company said its getting worse and former Yahoo CEO and Google employee Marissa Mayer said Google Searchs quality is directly related to a drop in the quality of websites it has to look at per Search Engine Journal. In August TechCrunch reported Google rolled out ways to improve the ranking of highquality websites. But ChatGPT has a ways to go before fully upending a legacy product though some users said using ChatGPT has come out with scarily impressive results. ChatGPTs integration with Bing could even flounder. As Morgan Stanley said in an analyst note to truly disrupt something a competitor has to offer solutions ten times better than the secondbest option. The new ChatGPTpowered Bing has extremely big shoes to fill. But if Bings integration with ChatGPT does take off with web users it could spur Google to respond and roll out its own natural language search functionality. Google is no stranger to language models that ChatGPT uses. The exact model ChatGPT runs on was built by former Googlers. The internet giant has its own language model called LaMDA short for Language Model for Dialogue Applications. The model briefly went viral after a Google engineer claimed it was sentient. It was not. But Google also has to think about the impact integrating natural language models would have on its overall business. Google relies on advertising and frequently inserts sponsored links into search results. The jury is still out if a natural language model supports that. Still for the first time since it was launched in 2009 Bing the perpetual secondchoice search engine that once offered to pay people just to use it might finally have a chance. And thanks to an investment in OpenAI and a bet on the buzzy generative AI sector Microsoft may finally force Google to compete if it wants to maintain market dominance. Jack Ma the billionaire founder of Alibaba who disappeared from public view in 2020 appears to resurface in Thailand as he prepares to give up control of his company The average ChickfilA franchise exceeds 8 million in sales and has one of the lowest fastfood franchise startup fee heres how to open one Chinas government is buying Alibaba and Tencent shares that give the Communist Party special rights over certain business decisions report says Amazon Great Republic Day Sale best deals on phones iPhone 13 OnePlus Nord 2T 5G Redmi A1 and more Wipro sees FY23 revenue growth at 11. 512 Q3 profit growth beats analyst expectations Rupee falls 4 paise to close at 81. 34 against US dollar 13th Gen Intel Core i913900KS brings unprecedented speed to desktop users Credit expansion will taper down next year if deposits growth doesnt rise Axis Bank MD,2023-01-06T10:00:00Z
