Article,Headline,Headline Sentiment,Offense Rating,Negative Words,Offensive Words,Tags
11,"Cadbury Dairy Milk Mini Snowballs Chocolate Bar, 110g (50p each minimum order 3) - £1.50 @ Amazon",Extremely Positive,0,[],[],[]
12,What will Pope Emeritus Benedict's legacy be?,Extremely Positive,50,['breaking'],['Church'],"[Benedict, XVI, Lana, Zak, Candida, Moss]"
13,Cadbury Favourites Special Edition 886g $8 C&C/Instore Only @ Kmart,Extremely Positive,30,"['limited', 'resistance', 'dangerous', 'limit']",[],[]
14,Sweet and Salty Chocolate Bark Recipe,Extremely Positive,260,"['longing', 'Unfortunately', 'cheap', 'unhealthy', 'dark', 'cheap', 'dark', 'stab', 'dark', 'smell', 'crush', 'break', 'dark', 'smell', 'crush', 'dark', 'break']","['knife', 'knife']",[]
15,No Headline,Extremely Negative,250,"['cheat', 'cheat', 'wrong']",[],"[Melissa, 'lawsuit']"
16,Some boxes of Cadbury Milk Tray chocolates are recalled amid complaints they 'taste like bleach',Generally Neutral,290,"['issue', 'complained', 'risk', 'complained', 'issue', 'tainted', 'risk', 'complaints', 'risk', 'shock', 'horrific', 'smell', 'awful', 'worst', 'unpleasant', 'discontinued', 'issue', 'concern', 'regretfully', 'issue']","['nasty', 'angry']","[James, Bondstyle, James, Bondstyle, James, Bondstyle]"
17,"
Aldi adds security tags to 85p packs of sweets
",Extremely Positive,170,"['expensive', 'alarm', 'stolen', 'struggle', 'error', 'warned', 'worrying', 'wrong', 'struggling', 'warning']",['blind'],"[Martyn, James, James, 'lawsuit']"
18,Cadbury Dairy Milk Chocolate Gift Box 220g - 12 Boxes for $12 ($50 Min Order) + Delivery ($0 C&C/ $250 Order) @ Coles Online,Extremely Positive,580,"['glitch', 'wrong', 'bad', 'fool', 'trashed', 'concerns', 'terribly', 'hard', 'ordeal', 'worst', 'wrong', 'error', 'error', 'issues', 'wary', 'paranoid', 'Glitch', 'glitch', 'penalty', 'doubt', 'error', 'unable', 'bad', 'trick']","['idiot', 'creamy', 'creamy', 'stupid', 'wtf', 'Willy', 'stupid']","[Alfred, Prince, Albert, Franco, pharcyde, Where, s, Franco, kiriakoz, Willy, Beamish]"
19,I'm Buying These 3 Resilient Stocks During a Bear Market,Extremely Positive,50,"['sharply', 'drags', 'passive', 'fall', 'unlikely', 'problem']",[],[]
20,Cadbury Dairy Milk Winter Mint Crisp Bar 360g - £1.50 @ Morrisons,Extremely Positive,0,[],[],[]
21,That's egg-stremly early! Morrisons is blasted for putting up Easter Egg display on BOXING DAY,Extremely Negative,290,"['blasted', 'shocked', 'dismayed', 'bewildered', 'Dismayed', 'Dismayed', 'warning', 'shocked', 'appalled', 'pain']",[],[]
22,"Hot cross buns stocked at Woolworths, Coles on Boxing Day as internet erupts",Extremely Positive,170,"['decadent', 'greedy', 'complains']","['fire', 'fire', 'fire']",[]
23,No Headline,Extremely Negative,290,"['defensive', 'rocky', 'problem', 'concerned', 'recession', 'Sour', 'recession', 'decline', 'fallen', 'volatile']",[],"[Egidio, Perfetti, Erin, Lash]"
24,No Headline,Extremely Negative,220,"['worry', 'limit', 'limited']",[],[]
25,CADBURY NIGERIA PLC,Extremely Positive,50,['Limited'],['Nigerian'],"[O., Adeboye, O., Ologe, I., Awosika, S., Parthasarathy, K., Akinkugbe, N., Mohamed]"
26,Cadbury’s subtle new spot focuses on generosity,Extremely Positive,20,"['turbulent', 'negative']",[],"[Steve, Rogers, Jonny, Parker, Chris, Birch, Chris, Birch, Jonathan, Parker, Simon, Connor, Steve, Cross, Steve, Rogers, Jonnie, Scarlett]"
27,No Headline,Extremely Negative,190,[],[],[]
28,No Headline,Extremely Negative,290,"['overwhelming', 'controversy', 'betrayal', 'worst', 'garbage', 'unhealthy', 'garbage']",[],"[Gareth, Ward, Ward, Paul, Cunningham, Cunninghams, 'lawsuit', Christian, Puglisi, Puglisi]"
29,REVIEW: White Chocolate Marshmallow Crispy Treat M&M’s,Somewhat Positive,270,"['bothered', 'stale', 'struck', 'Forbidden', 'hard', 'bad', 'terrible', 'shame']","['sweetness', 'fat', 'fat', 'fat']",[]
30,Night-Out Chocolate Campaigns,Somewhat Positive,20,"['dark', 'chilly']",[],"[Lorena, Moyano, Michael, Hemsworth]"
