Article,Headline,Headline Sentiment,Offense Rating,Negative Words,Offensive Words,Tags
11,‘Chainsaw Man’ Leaves Me Stunned And Astonished Every Single Week,Extremely Positive,1230,"['utterly', 'bonkers', 'floored', 'struggled', 'plot', 'subdued', 'revenge', 'fiend', 'unstable', 'weirdly', 'bothered', 'revenge', 'odd', 'enemy', 'lurking', 'bizarre', 'Bad', 'antagonist', 'weird']","['horny', 'die', 'devil', 'Devil', 'dies', 'killing', 'Devil', 'killing', 'Devil', 'sex', 'breast', 'Demon', 'Devil', 'Gun', 'Devil', 'Devil', 'terrorist', 'Gun', 'Devil', 'killed', 'kills']","[Denji, Chainsaw, Devil, Aki, Power, Denjis, Makima, Aki, Makima, Kobeni, the, Gun, Devil, The, Gun, Devil, Aki, Denji, Aki, Denji, Makima]"
12,Mature Content Disclaimer,Somewhat Positive,80,[],[],"['lawsuit', 'lawsuit', 'lawsuit']"
13,Vinland Saga Season 2 Now Streaming on Crunchyroll (Official Trailer),Extremely Positive,470,"['revenge', 'vengeance', 'revenge', 'destruction', 'enemy', 'lost', 'lies', 'wrong']","['murder', 'killer', 'killer', 'killing', 'death', 'death', 'slave', 'slave']","[Makoto, Yukimuras, Makoto, Yukimura, Thorfinn, Askeladds, Askeladd, Thorfinns, Canute, Thorfinn, Thorfinns, Askeladd, Thorfinn, Ketil, Thorfinn, Einar, Einar, Thorfinn, Canute, Thorfinns]"
14,The State Of The Nintendo Switch In 2022,Extremely Positive,640,"['decline', 'poor', 'frustrating', 'struggled', 'limitations', 'wrong', 'drawbacks', 'pricier', 'overdue', 'conceit', 'delayed', 'Revenge', 'pains', 'badly', 'rogue', 'glitches', 'hard', 'shortcomings', 'lack', 'hurt', 'limits', 'lose', 'jagged', 'worse', 'problems', 'ignore', 'terrible', 'rival', 'hard', 'struggling', 'overdue', 'joke', 'lone', 'Discord', 'shortcomings', 'Discord', 'Dead', 'clunky', 'loss', 'doubt', 'finicky', 'shortcomings']","['Fire', 'ass', 'explosion', 'hell']",['lawsuit']
15,Chainsaw Man Finale: Character Profile Posters & Videos Released,Somewhat Positive,210,"['twisted', 'troubled', 'tragic', 'tragic', 'struggle', 'biased', 'Fiend', 'impossible', 'complaints']","['death', 'devil']","[Aki, Himeno, Kobeni, Power, Pochita, Himeno, Denji, 'lawsuit', Denji, Makima, Kobeni, Aki, Pochita, Denji, Pochita, Aki, Kobeni, Makima, Himeno]"
16,No Headline,Extremely Negative,310,"['gangster', 'split', 'lack', 'problem', 'Showdown', 'confrontation', 'Showdown']",['killed'],"[Takemichi, Hanagaki, Takemichi, Takemichis]"
17,"Animation Coming To Netflix, Disney+, Hulu, Prime Video, Crunchyroll, And More In January 2023",Extremely Positive,120,"['Bad', 'slower', 'Stampede']","['adult', 'adult']","[Masashi, Ando, Masayuki, Miyajis, The, Deer, King]"
18,"Crunchyroll Winter 2023 Additions Include D4DJ All Mix, Cardfight!! Vanguard",Extremely Positive,20,"['Spoils', 'Rotten', 'Stampede']",[],[]
19,"Tomo-chan Is a Girl! Crunchyroll English, Japanese Dubs Run Day/Date",Extremely Positive,90,"['awkward', 'crush', 'Strange', 'Punch', 'STAMPEDE']",['Demon'],"[Tomo, Junichiro, Junichiro, Tomos, Fumita, Yanagida, Hitoshi, Nanba, Baki, the, Grappler, Lexi, Nieto, Tomo, Aizawa, Sally, Amaki, Carol, Olston, Lexi, Nieto, Takt, Op, Tomo, Aizawa, Ricco, Fajardo, Black, Junichiro, Kubota, Jd, Saxton, Misuzu, Gundo, Sally, Amaki, 227, nanabun, Carol, Olston, Christopher, Llewyn, Ramirez, Tatsumi, Tanabe, Ciarn, Strange, Kosuke, Misaki, Caitlin, Glass, Glass, Rie, Takahashi, Tomo, Aizawa, Kaito, Ishikawa, Junichiro, Kubota, Rina, Hidaka, Misuzu, Gundo, Sally, Amaki, 227, nanabun, Carol, Olston, Yoshitsugu, Matsuoka, Kimetsu, no, Yaiba, Tatsumi, Tanabe, Kohei, Amasaki, Kosuke, Misaki, Megumi, Shimizu, Shiori, Hiraiwa, Kenichi, Tatefuji, Drifters]"
20,The Very Best TV Shows of 2022,Extremely Positive,2370,"['Bad', 'subversive', 'oppressive', 'danger', 'overwhelming', 'Rogue', 'unnervingly', 'issues', 'dark', 'mystery', 'foul', 'worst', 'buggy', 'suspect', 'Bad', 'Catastrophe', 'plot', 'villains', 'haunt', 'insane', 'mystery', 'dying', 'crashing', 'crumbling', 'embarrassment', 'frantic', 'panic', 'funny', 'incendiary', 'critical', 'bleak', 'absurd', 'Maniac', 'relentless', 'mystery', 'anguish', 'repression', 'depression', 'funny', 'fiction', 'disappoint', 'strange', 'odder', 'cracked', 'broken', 'fears', 'tangled', 'sad', 'limited', 'Gritty', 'Stern', 'burned', 'breaking', 'broke', 'plot', 'funny', 'Rogue', 'laid', 'guilty', 'Rogue', 'mashed', 'ridiculous', 'disorder', 'mistakes', 'misses', 'annoy', 'stereotype', 'prejudices', 'bad', 'kooky', 'spooky', 'pale', 'allergic', 'disdain', 'mystery', 'Breaking', 'Bad', 'twists', 'Breaking', 'Bad', 'downfall', 'inevitable', 'heartbreaking', 'disaster', 'mystery', 'suspicious', 'mystery', 'dark', 'Troubles', 'silly', 'clueless', 'funny', 'ridiculous', 'weary', 'sarcastic', 'tangled', 'deception', 'Slow', 'Slow', 'messed', 'stumble', 'chagrin', 'repetitive', 'bizarre', 'unknown', 'bizarre', 'silly', 'embarrassing', 'failures', 'fails', 'cry', 'hard', 'funny', 'ruthless', 'violent', 'fake', 'twists', 'mystery', 'crush', 'punk', 'Trouble', 'Trouble', 'sardonic', 'limited', 'plot', 'uncertain', 'infamous']","['poverty', 'kill', 'cocktail', 'murder', 'sex', 'drug', 'Whites', 'sick', 'kills', 'killing', 'drug', 'criminal', 'crime', 'murder', 'death', 'hell', 'fart', 'assassin', 'gay', 'gay', 'adult']","[Andor, Andor, Andor, Diego, Luna, Andors, Sean, Keane, Dan, Van, Boom, Mark, Serrels, Sharon, Horgan, JeanPaul, Grace, JeanPaul, Grace, Mammy, Jen, Bisset, Karisa, Langlo, Ayo, Edebiri, Ebon, MossBachrach, Jeremy, Allen, Whites, Richard, Trenholm, Severance, Severance, Charlie, Kaufman, Scott, Stein, William, Gibson, Gibsons, Gibsons, Quinta, Brunson, Janelle, James, Sheryl, Lee, Ralph, Barbara, Anne, Dujmovic, Paul, Newman, Stewart, Stern, Joanne, Woodward, Newman, Newman, Woodward, Ethan, Hawke, George, Clooney, Newmans, Laura, Linney, Woodward, Hawke, Hawkes, Anne, Dujmovic, Barry, Barry, Bill, Hader, Alec, Berg, Barry, Hader, Hader, Oscar, Gonzales, Richard, Trenholm, Woo, Magical, 'lawsuit', Woo, Youngwoo, Woo, Youngwoo, Woo, Youngwoo, 'lawsuit', Connie, Guglielmo, Wednesday, Tim, Burton, Jenna, Ortega, Morticia, Catherine, ZetaJones, Christina, Ricci, Marylin, Thornhill, Steven, Musil, Saul, Goodman, Saul, James, McGill, Slippin, Jimmy, Viktor, St., Claire, Gene, Takavic, Walter, White, Jesse, Kim, Wexler, Mike, Ehrmentraut, Howard, Hamlin, Carol, Burnett, Sauls, Jimmy, Kim, Peter, Butler, Anthony, Horowitzs, 2016, Alan, Conway, Conways, Leslie, Katz, Lisa, McGee, Michael, Connie, Guglielmo, Jeff, Bridges, John, Lithgow, Bridges, Jon, Skillings, Gary, Oldman, Kristin, Scott, Thomas, Jon, Skillings, Taskmaster, Greg, Davies, Alex, Horne, Fern, Brady, Chris, Ramsey, Sarah, Kendall, Bob, Mortimer, Rhod, Gilbert, Sally, Philips, Ed, Gamble, Andrew, Lanxon, Roger, Cheng, Alice, Oseman, Charlie, Joe, Locke, Nick, Kit, Connor, Mike, Sorrentino, Chris, Pine, Alexandra, Able, Fleishman, Fleishman, Tobys, Libby, Karisa, Langlo, Albert, S., Ruddys, Ruddy, Robert, Evans, Matthew, Goode, Ruddy, Francis, Ford, Coppola, Marlon, Brando, Al, Pacino, Evans, Coppola, Coppola, Frank, Sinatra, Steven, Musil]"
21,The Very Best TV Shows of 2022,Extremely Positive,2370,"['Bad', 'subversive', 'oppressive', 'danger', 'overwhelming', 'Rogue', 'unnervingly', 'issues', 'dark', 'mystery', 'foul', 'worst', 'buggy', 'suspect', 'Bad', 'Catastrophe', 'plot', 'villains', 'haunt', 'insane', 'mystery', 'dying', 'crashing', 'crumbling', 'embarrassment', 'frantic', 'panic', 'funny', 'incendiary', 'critical', 'bleak', 'absurd', 'Maniac', 'relentless', 'mystery', 'anguish', 'repression', 'depression', 'funny', 'fiction', 'disappoint', 'strange', 'odder', 'cracked', 'broken', 'fears', 'tangled', 'sad', 'limited', 'Gritty', 'Stern', 'burned', 'breaking', 'broke', 'plot', 'funny', 'Rogue', 'laid', 'guilty', 'Rogue', 'mashed', 'ridiculous', 'disorder', 'mistakes', 'misses', 'annoy', 'stereotype', 'prejudices', 'bad', 'kooky', 'spooky', 'pale', 'allergic', 'disdain', 'mystery', 'Breaking', 'Bad', 'twists', 'Breaking', 'Bad', 'downfall', 'inevitable', 'heartbreaking', 'disaster', 'mystery', 'suspicious', 'mystery', 'dark', 'Troubles', 'silly', 'clueless', 'funny', 'ridiculous', 'weary', 'sarcastic', 'tangled', 'deception', 'Slow', 'Slow', 'messed', 'stumble', 'chagrin', 'repetitive', 'bizarre', 'unknown', 'bizarre', 'silly', 'embarrassing', 'failures', 'fails', 'cry', 'hard', 'funny', 'ruthless', 'violent', 'fake', 'twists', 'mystery', 'crush', 'punk', 'Trouble', 'Trouble', 'sardonic', 'limited', 'plot', 'uncertain', 'infamous']","['poverty', 'kill', 'cocktail', 'murder', 'sex', 'drug', 'Whites', 'sick', 'kills', 'killing', 'drug', 'criminal', 'crime', 'murder', 'death', 'hell', 'fart', 'assassin', 'gay', 'gay', 'adult']","[Andor, Andor, Andor, Diego, Luna, Andors, Sean, Keane, Dan, Van, Boom, Mark, Serrels, Sharon, Horgan, JeanPaul, Grace, JeanPaul, Grace, Mammy, Jen, Bisset, Karisa, Langlo, Ayo, Edebiri, Ebon, MossBachrach, Jeremy, Allen, Whites, Richard, Trenholm, Severance, Severance, Charlie, Kaufman, Scott, Stein, William, Gibson, Gibsons, Gibsons, Quinta, Brunson, Janelle, James, Sheryl, Lee, Ralph, Barbara, Anne, Dujmovic, Paul, Newman, Stewart, Stern, Joanne, Woodward, Newman, Newman, Woodward, Ethan, Hawke, George, Clooney, Newmans, Laura, Linney, Woodward, Hawke, Hawkes, Anne, Dujmovic, Barry, Barry, Bill, Hader, Alec, Berg, Barry, Hader, Hader, Oscar, Gonzales, Richard, Trenholm, Woo, Magical, 'lawsuit', Woo, Youngwoo, Woo, Youngwoo, Woo, Youngwoo, 'lawsuit', Connie, Guglielmo, Wednesday, Tim, Burton, Jenna, Ortega, Morticia, Catherine, ZetaJones, Christina, Ricci, Marylin, Thornhill, Steven, Musil, Saul, Goodman, Saul, James, McGill, Slippin, Jimmy, Viktor, St., Claire, Gene, Takavic, Walter, White, Jesse, Kim, Wexler, Mike, Ehrmentraut, Howard, Hamlin, Carol, Burnett, Sauls, Jimmy, Kim, Peter, Butler, Anthony, Horowitzs, 2016, Alan, Conway, Conways, Leslie, Katz, Lisa, McGee, Michael, Connie, Guglielmo, Jeff, Bridges, John, Lithgow, Bridges, Jon, Skillings, Gary, Oldman, Kristin, Scott, Thomas, Jon, Skillings, Taskmaster, Greg, Davies, Alex, Horne, Fern, Brady, Chris, Ramsey, Sarah, Kendall, Bob, Mortimer, Rhod, Gilbert, Sally, Philips, Ed, Gamble, Andrew, Lanxon, Roger, Cheng, Alice, Oseman, Charlie, Joe, Locke, Nick, Kit, Connor, Mike, Sorrentino, Chris, Pine, Alexandra, Able, Fleishman, Fleishman, Tobys, Libby, Karisa, Langlo, Albert, S., Ruddys, Ruddy, Robert, Evans, Matthew, Goode, Ruddy, Francis, Ford, Coppola, Marlon, Brando, Al, Pacino, Evans, Coppola, Coppola, Frank, Sinatra, Steven, Musil]"
22,"NieR:Automata Ver1.1a Anime Adapts Game, Premieres January 7th",Extremely Negative,480,"['Fiction', 'stalemate', 'lifeless', 'freaking', 'plot', 'frustrating', 'break', 'repetitive', 'stuck']","['weapon', 'fight', 'Lolita', 'die']","[Pascal, Commander, Adam, Eve, Lily, Yoko, Taro, Lily]"
23,Trigun Stampede: The Space Western Reboot That Brings Back the 90s,Extremely Positive,440,"['Stampede', 'Stampede', 'Stampede', 'desert', 'destruction', 'Stampede', 'cynical', 'evil', 'relentlessly', 'destruction', 'evil', 'Bad', 'Stampede', 'goofy', 'slow', 'Stampede', 'burden', 'bad', 'Stampede', 'Stampede']","['murder', 'drunken', 'murderer', 'apocalyptic', 'burn']","[Vash, the, Stampede, Meryl, Stryfe, Roberto, de, Niro, Vash, Vash, Knives, Meryl, Roberto, Vashs, Vash, the, Stampede]"
24,No Headline,Extremely Negative,420,"['STAMPEDE', 'STAMPEDE', 'STAMPEDE', 'STAMPEDE', 'Stampede', 'Stampede', 'Stampede', 'STAMPEDE']","['dive', 'Demon', 'Beast']","[Yasuhiro, Nightows, Yasuhiro, Nightows, Vash, Yasuhiro, Nightow, Vash, the, Stampede, Vash, the, Stampede, Yoshitsugu, Matsuoka, Inosuke, Hashibara, Junya, Ikeda, Jo, Kido, Meryl, Stryfe, Sakura, Ando, Legom, Roberto, De, Niro, Kenji, Matsuda, Kamen, Rider, Zanki, Hibiki, Nicholas, D., Wolfwood, Yoshimasa, Hosoya, Fumikage, Tokoyami, Koki, Uchiyama, Tomura, Shigaraki, TARAKO, Melody, Hunter, x, Hunter, William, Conrad, Ryusei, Nakao, Frieza, Tomoyo, Kurosawa, Yumiri, Hanamori, Nadeshiko, Kagamihara, Rem, Saverem, Maaya, Sakamoto, Hitomi, Kanzaki, Yasuhiro, Nightow, Kenji, Muto, Takehiko, Oki, Shin, Okashima, Tatsuro, Inamoto, Yoshihisa, Ueda, Kouji, Tajima, GANTZ0, Eiji, Yamamori, Yuji, Kaneko, Ryudai, Koshida, Takashi, Aoki, Masatoshi, Katsumata, Tatsuya, Kato, Kvi, Baba, Salyu, x, haruka, nakamura, Hoshi, no, Kuzu, Meryl, Stryfe, Nicholas, D., Wolfwood, TRIGUN, STAMPEDE, Joseph, Luster]"
25,No Headline,Extremely Negative,370,"['hype', 'STAMPEDE', 'STAMPEDE']","['Demon', 'Demon', 'Dive']","[Mugen, Train, Yasuhiro, Nightow, Gojos, Gawr, Gura, Gawr, Gura, Nanashi, Mumei, Nanashi, Mumeis, Nanashi, Mumei, Mumeis, Gurren, Lagann, JUJUTSU, KAISEN, Liam, Dempsey, Daryl, Harding, Ceres, Fauna, Mori, Calliopes, Baki, Kaiji, Mori, Calliope, Mori, Calliopes, Kyle, Cardine]"
26,No Headline,Extremely Negative,430,"['warning', 'threat', 'insurmountable', 'threat', 'resistance', 'break', 'deadlock', 'Resistance', 'forsaken', 'Deadly', 'Resistance']","['fight', 'Demon']","[Yoko, Taros, Yui, Ishikawa, Mikasa, Ackerman, Natsuki, Hanae, Tanjiro, Kamado, Ayaka, Suwa, Miki, Kanzaki, Daisuke, Namikawa, Waver, Velvet, Tatsuhisa, Suzuki, 'lawsuit', Ban, Pascal, Aoi, Yuki, Tsuyu, Asui, Chiaki, Kano, Aki, Kodai, Keiko, Isobe, Mary, Hatsumi, Lily, Atsumi, Tanezaki, Chise, Hatori, Hiroki, Yasumoto, Chad, Kaoru, Akiyama, Mitsuko, Kanzaki, Yoko, Taro, Ryoji, Masuyama, Hayao, Tachibana, Masaki, Inada, Takahiro, Kawagoe, Mie, Hiraga, Kenichi, Kaneko, Hiroshi, Kato, Hirofumi, Sakagami, Totonyan, Takeyuki, Takahashi, Takeshi, Okawa, Toshiaki, Aoshima, Akinori, Mishima, Mishima, Yukio, Nagasaki, NieRAutomata, Yoko, Taroand, Joseph, Luster]"
27,Gundam: The Witch from Mercury Episode 12 Delayed on Streaming Sites,Extremely Negative,270,"['delay', 'delay', 'delay', 'issues', 'delay', 'delay', 'delays', 'delay']",[],[ryokutya2089]
28,Johnny Yong Bosch is the Vash Voice Actor in Trigun Stampede English Dub,Somewhat Positive,180,"['Stampede', 'Stampede', 'Stampede', 'STAMPEDE', 'Cry', 'Cold', 'Stampede', 'Stampede', 'Stampede']","['Demon', 'Devil']","[Vash, the, Stampede, Johnny, Yong, Bosch, Johnny, Yong, Bosch, Vash, johnnyyongbosch, Vash, Vash, Johnny, Yong, Boschs, first, Ichigo, Giyu, Yu, Adachi, He, Nero, Joshua, Hajime, Adachi]"
29,"
News
Utawarerumono: Mask of Truth Anime's English Dub Cast Revealed

",Generally Neutral,160,"['Chaos', 'unlawfully', 'Deception', 'False']","['fight', 'fight']","[Adriana, Hazra, Hilary, Haag, Anju, Christina, Kelly, Atuy, Luis, Galindo, Bokoinante, Monica, Rial, Cocopo, James, Belcher, Dekopompo, Kregg, Dailey, Haku, Houston, Hayes, Jachdwalt, Shannon, Emerick, Kiwru, Morgan, Laur, Kurarin, Jeff, Plunk, Emily, Neeves, Nekone, Chelsea, McCurdy, Nosuri, David, Wald, Oshtor, Gabriel, Regojo, Ougi, Bryan, Kaplun, Raiko, Monica, Rial, Rulutieh, Katelyn, Barr, Saraana, Luci, Christian, Shinonon, Katelyn, Barr, Uruuru, Jeremy, Inman, Dallas, Reid, Paul, Cline, Bob, Romans, Andrew, Tipps, Heather, Walker, Katelyn, Barrs, Domonique, French, 'lawsuit', Nicholas, Friedman]"
30,Tomo-Chan is a Girl! Proves Awkward Bid Anime Teen Romantic Comedy,Somewhat Positive,520,"['Awkward', 'lack', 'awkward', 'waste', 'denial', 'reluctantly', 'bizarre', 'crush', 'mystery', 'weird', 'cartoonish', 'stereotype', 'Weird', 'weird', 'problematic', 'weird', 'issues', 'bothered', 'creepy', 'punch', 'frustrated', 'worst', 'punch']","['torture', 'harem', 'explosion', 'assault', 'abuse']","[Tomo, Jun, Tomo, Jun, Tomos, Mizuno, There, s, Misaki, Tomos, Tomo, Trope, Tomo, Mifune, Ogawa, Carol, Tomos, Jun, Trope, Mizuno, Addams, Tomo, Jun, Tomo, Trope, TomoChan, Carol, Carol, 'harassment']"
