Article,Title,Description,URL,Content,Headline,Headline Sentiment,Offense Rating,Negative Words,Offensive Words,Tags
11,Microsoft Employees Are Getting Unlimited Time Off,"In a memo seen by The Verge, Microsoft's chief people officer, Kathleen Hogan, announced that the company is giving its U.S. employees unlimited time off. ""Microsoft is calling its unlimited time off 'Discretionary Time Off,' and it will apply to all salaried…",https://slashdot.org/story/23/01/11/2213240/microsoft-employees-are-getting-unlimited-time-off,Microsoft Employees Are Getting Unlimited Time Off 137 The changes will start on January 16th and mean even new Microsoft employees dont need to wait to accrue vacation time anymore. Microsoft will offer 10 corporate holidays leaves of absence sick and mental heath time off and time away for jury duty or bereavement alongside this new unlimited time off policy. Employees that have an unused vacation balance will get a onetime payout in April. Hourly workers at Microsoft wont be offered the unlimited time off nor will employees outside the US. Microsoft says federal and state wage and hour laws make it difficult to offer unlimited time off to hourly workers and those outside the US will keep their current vacation benefits because of different laws and regulations in other countries. Hourly workers at Microsoft wont be offered the unlimited time off nor will employees outside the US. Microsoft says federal and state wage and hour laws make it difficult to offer unlimited time off to hourly workers and those outside the US will keep their current vacation benefits because of different laws and regulations in other countries.,Video gamers sue to stop Microsoft's Activision Blizzard buy,Extremely Negative,230,['stifle'],[],['lawsuit']
12,EU regulators quiz rivals on Microsoft tactics after Activision - Reuters,"EU antitrust regulators have asked game developers and distributors if they think Microsoft <a href=""https://www.reuters.com/companies/MSFT.O"" target=""_blank"">(MSFT.O)</a> will block their access to Activision Blizzard's <a href=""https://www.reuters.com/compa…",https://www.reuters.com/technology/eu-regulators-quiz-rivals-microsoft-tactics-after-activision-2022-12-20/,EU regulators quiz rivals on Microsoft tactics after Activision BRUSSELS Dec 20 Reuters EU antitrust regulators have asked game developers and distributors if they think Microsoft MSFT. O will block their access to Activision Blizzards ATVI. O games once it has bought the company an EU document seen by Reuters shows. The U. S. software giant and Xbox maker announced the 69 billion deal in January to help it compete better with leaders Tencent 0700. HK and Sony 6758. T but has run into regulatory headwinds in the European Union Britain and the United States. The European Commission sent a 91page questionnaire earlier this month with recipients likely to be gaming companies including console providers game publishers developers and distributors and providers of PC operating systems a person familiar with the matter said. Please specify which partial exclusivity strategy or strategies you believe Microsoft would have the ability to deploy with respect to Activision Blizzards console games after Microsofts acquisition of Activision Blizzard the questionnaire asked. The EU antitrust watchdog asked if such strategies would include degrading the quality or interoperability of Activisions games available on competing consoles or providing upgrades to Activisions games only on Xbox. Other options were raising the wholesale price of Activisions games for distribution on competing consoles and making them available on competing consoles at a later date. Companies were also asked if Microsoft would make some of Activisions gaming content and features exclusively available only on Xbox but not on competing consoles. The document also included a question about Activisions Call of Duty asking which video game franchise is considered the most important for a console game distributor to offer and what other main alternatives there are to Call of Duty. Regulators asked what advantages and disadvantages game developers and publishers and console game distributors would face if a game is distributed exclusively on one console. They also wanted to know the impact for competition between cloud game streaming services if the combined Activision portfolio were to become available as part of such a service. Rival providers of PC operating systems were asked if Microsoft would have the technical ability to prevent Activisions games from being compatible with nonWindows operating systems. Microsoft said it continues to work with the Commission to address any valid marketplace concerns. Sony as the industry leader says it is worried about Call of Duty but weve said we are committed to making the same game available on the same day on both Xbox and PlayStation. We want people to have more access to games not less a Microsoft spokesperson said. The Commission which gave a deadline of shortly before Christmas for responses declined to comment. Our Standards The Thomson Reuters Trust Principles.,No Headline,Extremely Negative,280,"['absence', 'bereavement', 'difficult', 'difficult']",['sick'],[]
13,Microsoft shares fall after UBS warns on cloud growth - Reuters,Microsoft Corp's stock fell 5.3% on Wednesday morning following a downgrade by brokerage UBS on worries over slowing growth for its cloud services and Office suite. This report produced by Chris Dignam.,https://www.reuters.com/video/watch/idOV041004012023RP1,Posted Microsoft Corps stock fell 5. 3 on Wednesday morning following a downgrade by brokerage UBS on worries over slowing growth for its cloud services and Office suite. This report produced by Chris Dignam. 0144 0222 0205 0302 0129 0153 0315 0316 0203 0238 0147 0125 0117 0325 0123 0123 0120 0059 0121 0127 0100 0048 0102 0108 0125 0059 0141 0101 0051 0135 0104 0212 0404 0118 0128 0154 0126 0227 0130 0046 0043 0234 0050 0313 0222 0153 0206 0118 0132 0237 0109 0316 0205 0309 0200 0053 0317 0102 0104 0105 0226 0122 0126 0157 0140 0121 0126 0130 0044 0111 0243 0052 0055 0116,EU regulators quiz rivals on Microsoft tactics after Activision,Extremely Negative,290,"['degrading', 'disadvantages', 'Rival', 'concerns', 'worried']",[],['harassment']
14,Microsoft wants gamers' Activision lawsuit paused pending FTC case - Reuters,"Microsoft Corp on Wednesday asked a U.S. judge in California to pause a private antitrust lawsuit over the company's $69 billion bid to buy ""Call of Duty"" maker Activision Blizzard Inc while a related U.S. regulatory action challenging the deal moves ahead.",https://www.reuters.com/legal/transactional/microsoft-wants-gamers-activision-lawsuit-paused-pending-ftc-case-2023-01-12/,Microsoft wants gamers Activision lawsuit paused pending FTC case Summary Law firms Tech company says freeze needed to avoid duplication In private consumer case video gamers challenge 69 bln deal Reuters Microsoft Corp on Wednesday asked a U. S. judge in California to pause a private antitrust lawsuit over the companys 69 billion bid to buy Call of Duty maker Activision Blizzard Inc while a related U. S. regulatory action challenging the deal moves ahead. Lawyers for Microsoft argued in a filing in San Francisco federal district court that freezing the private consumers case would avoid needless and duplicative litigation and the risk of inconsistent rulings on identical issues. The consumer lawsuit on behalf of 10 video game players alleging Microsofts purchase of Activision would reduce competition in the video game industry came about two weeks after the U. S. Federal Trade Commission filed its own case at the agency. There is accordingly no reason to litigate this case right now. Microsoft is already litigating the issues presented here in front of the FTC Microsofts lawyers at Wilkinson Stekloff and Alston Bird told U. S. District Judge Jacqueline Corley. The private case seeks a preliminary injunction blocking the purchase. The FTC has not yet filed any lawsuit in federal court. Its case is moving ahead in an administrative forum at the agency where a judge has the power to enjoin the proposed tieup. A hearing is scheduled for August. Microsoft and its lawyers have defended the bid to buy Activision saying the purchase would provide consumers highquality content in more ways and at lower prices. The deal also faces competition scrutiny in the EU and United Kingdom. Lawyers for Microsoft in the California case did not immediately respond to a request for comment on Thursday. A Microsoft spokesperson in a statement said since the claims raised in the private case are already being litigated by the FTC it makes sense to pause this private litigation. Plaintiffs attorney Joseph Saveri told Reuters that Microsoft hasnt provided any sound basis for stopping our case and that any halt to the litigation would run counter to what he said was a negotiated schedule letting the dispute move forward. The FTC declined to comment. In December the agency said it sued to stop Microsoft from gaining control over a leading independent game studio. The proposed merger would harm competition among rival gaming platforms from Nintendo Co Ltd and Sony Group Corp the FTC said. Microsoft said in Wednesdays filing in the private consumers case that it and Activision have cooperated with the FTC and international counterparts to obtain regulatory approval for the deal. Attorneys for Microsoft argued there is no risk of harm in staying plaintiffs case while those regulatory proceedings are ongoing. The transaction agreement has a termination date of July 18. The case is Demartini et al v. Microsoft Corp U. S. District Court Northern District of California 322cv08991JSC. For plaintiffs Joseph Alioto of Alioto Law Firm and Joseph Saveri of Joseph Saveri Law Firm For Microsoft Rakesh Kilaru of Wilkinson Stekloff and Valarie Williams of Alston Bird Read more Microsoft tells judges its 69 bln Activision deal would benefit gamers Video gamers sue Microsoft in U. S. court to stop Activision takeover Biden faces uphill battle in spat with Microsoft over Activision deal NOTE This report was updated to include comments from a lawyer for the plaintiffs in the private consumer lawsuit. Our Standards The Thomson Reuters Trust Principles.,Microsoft shares fall after UBS warns on cloud growth,Extremely Negative,220,"['fell', 'downgrade', 'worries']",[],"[Chris, Dignam]"
15,Ex-Microsoft litigation leader joins law firm Morgan Lewis - Reuters,"David Howard, a former litigation and compliance leader at Microsoft Corp, has joined law firm Morgan, Lewis & Bockius as a partner, the firm said on Wednesday.",https://www.reuters.com/legal/legalindustry/ex-microsoft-litigation-leader-joins-law-firm-morgan-lewis-2023-01-11/,ExMicrosoft litigation leader joins law firm Morgan Lewis Summary Companies Former Microsoft VP adds to Morgan Lewis new Seattle outpost David Howard was previously a practice leader at Dechert Reuters David Howard a former litigation and compliance leader at Microsoft Corp has joined law firm Morgan Lewis Bockius as a partner the firm said on Wednesday. Howard who was previously the software giants corporate vice president and deputy general counsel for litigation competition law and compliance joins Morgan Lewis new office in Seattle where the firm launched last summer. The Philadelphiafounded law firm entered Seattle with a 34member team including 14 lawyers from local litigation firm Calfo Eakes which has since stopped operating. Howard called the Calfo Eakes team the finest boutique litigation practice in Seattle. Howard said he most recently worked on special projects for Microsoft after stepping down from the litigation chief role after he was diagnosed with stagefour cancer in 2018. He said he is now cancerfree. Microsofts current litigation head Jon Palmer said in a statement that Howard had an enormous positive impact and the company looks forward to working with him at Morgan Lewis. Howard previously led the white collar and securities litigation practice at law firm Dechert before joining Microsoft in 2010 to lead the litigation team oversee internal investigations and regulatory enforcement matters globally the firm said. He also worked as a federal prosecutor and as an attorney on the White House Counsels task force on the IranContra matter. Several other law firms have announced attorney hires from big technology companies this week. Former Apple Inc chief privacy officer Jane Horvath joined law firm Gibson Dunn Crutcher and Jamey Goldin former energy regulatory counsel at Alphabet Incs Google LLC rejoined Nelson Mullins Riley Scarborough. Kate Patchen previously associate general counsel for competition at Meta Platforms Inc started at Covington Burling and Ryan Richardson former lead global partnerships counsel at Stripe Inc joined Davis Wright Tremaine. While at Microsoft Howard authored a blog post that made headlines in 2017 in which he said the technology giant planned to move more of its work with law firms to alternative fee arrangements in a shift away from paying outside firms by the hour. Without commenting on Microsofts effort Howard said he thinks there will be continuing discussions between companies and law firms about how best to pay for the value that firms bring to a particular engagement. Read more Morgan Lewis chair Jami McKeon on rankings profits and leadership Our Standards The Thomson Reuters Trust Principles.,Microsoft wants gamers' Activision lawsuit paused pending FTC case,Extremely Negative,530,"['freeze', 'challenging', 'freezing', 'needless', 'risk', 'inconsistent', 'issues', 'issues', 'enjoin', 'dispute', 'sued', 'harm', 'rival', 'risk', 'harm', 'sue']",[],"['lawsuit', 'lawsuit', 'lawsuit', Jacqueline, Corley, 'lawsuit', Joseph, Saveri, 'lawsuit', Demartini, Joseph, Alioto, Joseph, Saveri, Rakesh, Kilaru, Valarie, Williams, Biden, 'lawsuit']"
16,Microsoft to invest in autonomous trucking startup Gatik -sources - Reuters,"Microsoft Corp <a href=""https://www.reuters.com/companies/MSFT.O"" target=""_blank"">(MSFT.O)</a> is in advanced talks to invest in Gatik, a California-based autonomous driving startup, as part of its cloud partnership with the company, two people familiar with …",https://www.reuters.com/business/autos-transportation/microsoft-invest-autonomous-trucking-startup-gatik-sources-2023-01-04/,Microsoft to invest in autonomous trucking startup Gatik sources Jan 4 Reuters Microsoft Corp MSFT. O is in advanced talks to invest in Gatik a Californiabased autonomous driving startup as part of its cloud partnership with the company two people familiar with the discussions told Reuters. Microsoft plans to invest over 10 million in a financing round that values Gatik at more than 700 million the sources added. As part of the deal Gatik will use Microsofts cloud and edge computing platform Azure in developing autonomous delivery technology for trucks. The terms of the deal could still change added the sources who requested anonymity to discuss private matters. Microsoft and Gatik declined to comment. Like other big tech companies Microsoft has recently been putting funds into selfdriving technology. In January 2021 Microsoft invested in GMowned GM. N Cruise which focuses on robotaxis in a deal that valued the company at 30 billion. Cruise plans to use Azure to ramp up its autonomous vehicle solutions for commercial uses and competes with Alphabets Waymo and Amazons Zoox. Autonomous driving technologies are seen as revolutionary to the transportation and logistics industry but have faced setbacks due to regulatory concerns on safety and less accessible funding in a slowing market. In November Ford and Volkswagen shut down their selfdriving technology unit Argo AI saying that creating selfdriving robotaxis would be harder than putting a man on the moon. Gatik founded in 2017 by industry veterans Gautam Narang and Arjun Narang focuses on middlemile businesstobusiness logistics for the retail industry. Since 2021 it has launched fully driverless commercial delivery services with Walmart Inc WMT. N and Loblaw Companies Ltd L. TO in which Gatik offers shorthaul deliveries in box trucks in Arkansas and in Ontario Canada. It has raised more than 120 million from investors including Koch Disruptive Technologies Innovation Endeavors Goodyear Ventures and RyderVentures. In the first quarter this year Gatik plans to integrate its class 6 autonomous box trucks into the Pitney Bowes PBI. N ecommerce logistics network in Dallas Texas aiming to boost deliveries and reduce logistics costs. Our Standards The Thomson Reuters Trust Principles.,Ex-Microsoft litigation leader joins law firm Morgan Lewis,Extremely Positive,50,['vice'],['cancer'],"[David, Howard, David, Howard, Howard, Howard, Howard, Jon, Palmer, Howard, Howard, Jane, Horvath, Jamey, Goldin, Kate, Patchen, Ryan, Richardson, Howard, Howard, Jami, McKeon]"
17,"Android 13 makes its way to Windows 11, and you can sign up now to get it","Microsoft has launched Android 13 for the Windows Subsystem, but it's currently available in preview.",https://www.androidcentral.com/apps-software/android-13-preview-windows-11-wsa,Microsoft launches Android 13 on Windows 11 for all Insiders No longer in preview but not for everyone just yet. Update Jan 11 130 pm ET Android 13 arrives on the Windows Insider program. What you need to know Microsoft has launched a preview for Android 13 in the Windows 11 Subsystem for Android. The preview includes several improvements and fixes for the Windows Subsystem. Users can sign up to receive Android 13 via the Windows Subsystem for Android Preview program. Windows 11 users can now run Android 13 on their computers as part of a preview program for the Windows Subsystem for Android WSA. The preview was quietly announced a couple of weeks ago on Github via Thurrott but went largely unnoticed. The update 2211. 40000. 7. 0 includes performance improvements and fixes for the subsystem alongside upgrading WSA to Android 13. The changelog includes the following Windows subsystem for Android updated to Android 13 Added a new command that shuts down WSA for automation Improvements in boot performance 50 P10 case Improvements to mouse click input Improvements in clipboard stability Improvements to application resizing Upgraded to Intel bridge technology for Android 13 Reliability improvements to media files opening in Windows Jumplist entries for applications supporting app shortcuts For those unfamiliar with the Windows Subsystem for Android WSA it allows Windows 11 computers to run Android applications. Users can download official Android apps from the Amazon Appstore but its also possible to sideload Android apps on Windows 11 if the one you want isnt available on the Appstore. To Android 13 on your computer you must sign up for the Windows Subsystem for Android preview program which is separate from the typical Windows Insider program. You must also meet certain requirements including having the Amazon Appstore installed on your computer having at least 8GB of RAM and an x64 or ARM64 processor. You can sign up on Microsofts preview page opens in new tab. Android 13 is among several upgrades that Microsoft has in store for WSA. Other features like file transfers and pictureinpicture support are among the features currently in Microsofts roadmap for WSA. Laptop deals opens in new tab Dell opens in new tab Best Buy opens in new tab Walmart opens in new tab Lenovo opens in new tab HP opens in new tab Newegg opens in new tab Amazon Its unclear when Android 13 will reach every Windows 11 user but hopefully we wont have to wait long. WSA was only recently updated to Android 12L earlier this year. Update After a short preview period was launched in December Microsoft announced this week that its pushing the Android 13 update to the Windows Subsystem for Android for users on the Insider Program regardless of their channel. The update 2211. 40000. 11. 0 is a slight bump over the preview build and brings many of the same improvements to WSA. If you werent part of the preview and are enrolled in the Insider program you can update your Windows 11 PC by visiting the Windows Subsystem for Android opens in new tab listing in the Microsoft Store. Android Central Newsletter Get the best of Android Central in in your inbox every day Derrek is a longtime Nokia and LG fanboy who loves astronomy videography and scifi movies. When hes not working hes most likely working out or smoldering at the camera. Android Central Newsletter Get the best of Android Central in in your inbox every day Thank you for signing up to Android Central. You will receive a verification email shortly. There was a problem. Please refresh the page and try again.,Microsoft to invest in autonomous trucking startup Gatik -sources,Extremely Positive,20,"['setbacks', 'concerns', 'Disruptive']",[],"[Gautam, Narang, Arjun, Narang]"
18,"Microsoft Acquires Fungible, Gets Composable Infrastructure Hardware - CRN","<ol><li>Microsoft Acquires Fungible, Gets Composable Infrastructure Hardware  CRN
</li><li>Microsoft acquires Fungible, a maker of data processing units, to bolster Azure  TechCrunch
</li><li>Microsoft acquires Fungible, a data center infrastructure company…",https://www.crn.com/news/data-center/microsoft-acquires-fungible-gets-composable-infrastructure-hardware,Data center News Microsoft Acquires Fungible Gets Composable Infrastructure Hardware Joseph F. Kovar The acquisition for an undisclosed amount gives Microsoft hardware and software technology aimed specifically at accelerating data center storage and networking performance including highperformance NVMeoverTCP storage clustering technology. Microsoft Monday said it has acquired Fungible a developer of composable infrastructure based on the companys data processing unit or DPU hardware for accelerating data center network and storage performance. Terms of the deal were not disclosed. Santa Clara Calif. based Fungible which was formed in 2015 by Pradeep Sindhu who at the time was cofounder and chief scientist at Juniper Networks and Bertrand Serlet raised over 300 million including in 2019 a 200million Series C round of funding led by SoftBank Vision Fund. The Fungible DPU is a microprocessor aimed at optimizing storage and networking to offload those services away from the CPU along with software to manage the control plane while allowing the building of a highperformance data fabric. Related 2022 Storage 100 Whos Got Your Backup Fungible also develops technology for building an allflash NVMeoverTCP disaggregated storage cluster called the Fungible Storage Cluster which the company claims overcomes legacy limitations to deliver bestinclass performance at scale as well as advanced power utilization. Microsoft in a blog post authored by Girish Bablani corporate vice president for Azure Core said the Fungible team is slated to become part of Microsofts data center infrastructure team. Todays announcement further signals Microsofts commitment to longterm differentiated investments in our datacenter infrastructure which enhances our broad range of technologies and offerings including offloading improving latency increasing datacenter server density optimizing energy efficiency and reducing costs Microsoft wrote. A Microsoft spokesperson in an emailed response to a CRN request for more information said the acquisition closed on January 5. Microsoft is acquiring Fungible because of its technologies that help enable highperformance massively scalable hyperdisaggregated scaledout datacenter infrastructure with high reliability and security which is a need of the datacentric era. Through this acquisition Microsoft is looking to better accelerate datacenter innovation with lowpower data processing units DPUs the spokesperson wrote. Reports of the acquisition first appeared in December. Fungible was competing in an increasingly competitive market which includes such semiconductor and storage vendors as Nvidia Intel AMD Lightbits Liqid and GigaIO according to online news site Datacenter Dynamics.,Microsoft launches Android 13 on Windows 11 for all Insiders,Extremely Positive,50,"['unnoticed', 'unfamiliar', 'unclear', 'bump', 'smoldering', 'problem']",[],[Derrek]
19,JBL updates its Quantum lineup of gaming headphones and earbuds,"JBL only entered the gaming headphone space three years ago, but it’s trying to make up for lost ground with a swath of new gear at CES 2023. The company’s latest headsets all support QuantumSurround, its 7.1 surround sound technology, and several new models …",https://www.engadget.com/jbl-quantum-gaming-headphones-ces-2023-130025001.html,JBL only entered the gaming headphone space three years ago but its trying to make up for lost ground with a swath of new gear at CES 2023. The companys latest headsets all support QuantumSurround its 7. 1 surround sound technology and several new models offer spatial audio with head tracking. The Quantum 910P PlayStation and 910X Xbox are the companys new highend wireless headsets each colorthemed for their corresponding consoles. The overear headphones have active noise canceling ANC 50mm drivers and spatial audio with head tracking. The builtin boom mic has echo and noise suppression you can mute it by flipping it upwards. In addition to PlayStation the Quantum 910P works with PC and Nintendo Switch while the 910X is compatible with Xbox PlayStation Switch and PC. The headsets will cost 300 when they arrive in March. The Quantum 360P and 360X are midrange wireless variants that support surround sound on PCs. They have smaller 40mm drivers and shorter playback time although still a healthy 22 hours. Meanwhile the Quantum 100P and Quantum 100X are wired entrylevel headsets with a 3. 5mm connection 40mm drivers and a boom mic. The 100P works with PlayStation 5 3D audio and the 100X is compatible with Windowssonic surround sound. Launching in March the 360 PX will cost 139 while the wired 100PX is priced at 40. The Quantum TWS Air is JBLs latest gaming earbuds that work with PC Mac PlayStation Nintendo Switch and mobile devices. Xbox isnt listed suggesting JBL passed on Microsoft licensing for the earbuds. JBL included a USBC dongle for devices lacking native Bluetooth playback support. The wireless earphones have 6. 8mm drivers with an advertised eight hours of playtime the charging case adds another 16 hours. They have four microphones two each and support surround sound when paired with a PC. The Quantum TWS Air launches this summer for 100.,"Microsoft Acquires Fungible, Gets Composable Infrastructure Hardware",Extremely Positive,20,"['limitations', 'vice']",[],"[Joseph, F., Kovar, Pradeep, Sindhu, Bertrand, Serlet, Girish, Bablani]"
20,John Deere will let US farmers repair their own equipment,"John Deere has been one of the stauncher opponents of right to repair regulation, but it's now willing to make some concessions. Deere & Company has signed a memorandum of understanding with the American Farm Bureau Federation (AFBF) that lets US farmers and …",https://www.engadget.com/john-deere-right-to-repair-agreement-143035364.html,John Deere has been one of the stauncher opponents of right to repair regulation but its now willing to make some concessions. Deere Company has signed a memorandum of understanding with the American Farm Bureau Federation AFBF that lets US farmers and independent repair shops fix equipment rather than requiring the use of authorized parts and service centers. Users will have access to official diagnostics manuals tools and training. Deere will let owners disable electronic locks and wont bar people from legally obtaining repair resources even if the company no longer offers them. The agreement includes some protections for the equipment maker. John Deere wont be required to divulge trade secrets or to allow repairs that might disable emissions controls remove safety features or modify power levels. Unsurprisingly fixes also cant violate the law. The memorandum is effective as of January 8th although John Deere didnt detail exactly how or when it would alter its practices. Weve asked the company for comment. In a statement senior VP Dave Gilmore said the company was looking forward to working with customers and the ABFB in the months and years ahead to provide repair facilities. The pact is characterized as a voluntary private arrangement. However it comes alongside mounting political pressure that effectively gave John Deere little choice but to improve repairability. President Biden ordered the Federal Trade Commission to draft right to repair regulation in 2021 while states like New York have passed their own sometimes weakened legislation. If Deere doesnt act it risks legal battles that could limit where and how it does business in the country. As it stands the farm equipment maker isnt alone in responding to government action. Apple Google Samsung and other tech brands now have doityourself repair programs in place. Microsoft will offer Surface parts to users later this year.,JBL updates its Quantum lineup of gaming headphones and earbuds,Extremely Positive,40,"['lost', 'noise', 'noise', 'suppression', 'lacking']",[],[]
21,An Xbox and Bethesda showcase is set for January 25th,"The first major gaming showcase of the year (unless another one emerges in the meantime) is on the calendar. Xbox
 and Bethesda
 are hosting an event on January 25th at 3PM ET. You'll be able to watch it on both brands' Twitch and YouTube channels.The so-ca…",https://www.engadget.com/xbox-bethesda-showcase-developer-direct-showcase-forza-motorsport-redfall-160842421.html,The first major gaming showcase of the year unless another one emerges in the meantime is on the calendar. and are hosting an event on January 25th at 3PM ET. Youll be able to watch it on both brands Twitch and YouTube channels. The will be presented by creatives from various studios and it will center on major features gameplay and more details on titles coming to Xbox PC and Game Pass in the next few months. Its unclear whether any thirdparty studios will be involved. Turn 10 Studios will provide more Curious about whats coming to Xbox Xbox Xbox January 11 2023 Check out DeveloperDirect on January 25 featuring news and gameplay from some highlyanticipated games httpst. coDvTYGzc85z DeveloperDirect pic. twitter. com5QUbL0OXqA Youll get a look at this years major chapter update for The Elder Scrolls Online as well. Immediately following the DeveloperDirect Zenimax Online Studios will host an ESO Chapter Reveal Event to provide fans with more details. Dont expect to see much if any of during the DeveloperDirect though. Xbox says a standalone show for that game is in the works in order to dedicate the proper amount of time for a deep dive. Bethesdas hotly anticipated space RPG is slated to arrive by the summer. After a fairly quiet 2022 for firstparty Xbox games Microsoft is looking to come racing out of the traps this year. Several other games are expected to debut on Game Pass in the first half of 2023 including from the lead designer of Limbo and a little project called.,John Deere will let US farmers repair their own equipment,Extremely Positive,80,"['concessions', 'disable', 'disable', 'violate', 'risks', 'limit']",[],"[Dave, Gilmore, Biden, 'lawsuit']"
22,The Year Ahead in Autonomous Responsibility,"Nikki Main covers breaking news for Gizmodo. You can follow her coverage here, and email story ideas and tips to nmcaleese@gizmodo.com.Read more...",https://gizmodo.com/autonomy-artificial-intelligence-predictions-2023-1849914786,Nikki Main covers breaking news for Gizmodo. You can follow her coverage here and email story ideas and tips to nmcaleesegizmodo. com. The top story Its likely youve become numb to how often you interact with technology. But what if the technology is doing more harm than good As increasing numbers of companies rely on artificial intelligence to power their tech we see more cases of dangerous AI dysfunction like autopilot car crashes or content moderation bots promoting harmful social media posts. These conflicts will start to play out in the legal system in 2023 helping define the role of AI in our society going forward. What were waiting for Programmers filed a class action lawsuit against Microsoft and several of its subsidiaries in December for utilizing AIgenerated software that borrowed from existing code on the internet without crediting the creator. According to the lawsuit Microsoft subsidiary Copilot which owns the AIgenerated software ignores violates and removes the Licenses offered by thousandspossibly millionsof software developers thereby accomplishing software piracy on an unprecedented scale. A trial date has not yet been set but the case is likely to be a landmark one and help determine the limits of AI learning. An AI is acting as a legal assistant in an upcoming court case for a speeding ticket. The robot will speak to the defendant through an earpiece to direct them on what to say throughout the case. The AI bot was developed by San Franciscobased startup DoNotPay which says if the AI process doesnt work it will cover all potential fines. The company has not revealed the location of the case or the name of the defendant for privacy reasons. Unconventional wisdom Langdon Winner the author of the book Autonomous Technology describes the chain of reciprocal dependency the fact that despite any autonomy disparities between humans and technology our reliance on it will continue to grow despite experiences detailing the harmful and often irreversible consequences. Winner says that the implementation of this technology has repeatedly confounded our vision our expectations and our capacity to make intelligent judgments meaning our choices and arguments have changed and that the patterns of perceptive thinking that were entirely reliable in the past now lead us systematically astray. In other words autonomy is clouding our judgment making us weaker not stronger. People to follow Langdon Winner Chair of Humanities and Social Sciences in the Department of Science and Technology Studies at Rensselaer Polytechnic Institute and author of Autonomous Technology. Madeleine Clark Elish Researcher on the influence of Artificial Intelligence. PJ Rey Wrote a Cyborgologyessay that reveals people place a substantial amount of faith in technology surrendering control and placing autonomy on the device itself. Companies to watch Tesla The electric auto manufacturer rolled out what its calling full selfdriving vehicles last month even though past driverassist programs have had disastrous consequences. Microsoft After Redmond released an algorithm that can write website code developers filed a class action lawsuit because it didnt attribute credit to those who initially developed the code. The case is at the forefront of the question of how AI tools should credit what they make and copy. Facebook Instagram Twitter and TikTok Parents are suing social media for its algorithms causing young users to view harmful content. A longshot bet Consumers have become so reliant on technology that despite any warnings that may arise they will continue to use it spend money on it and even invest in it because the outcome couldnt possibly be bad and those investing in technological developments will continue to do so as though nothing has changed.,An Xbox and Bethesda showcase is set for January 25th,Somewhat Positive,50,['unclear'],['dive'],[]
