Article,Headline,Headline Sentiment,Offense Rating,Negative Words,Offensive Words,Tags
19,Weed has been legal in New York state since 2021 but the first dispensary is set to open — finally — in Manhattan,Generally Neutral,680,"['confusing', 'illicit', 'threatening', 'untested', 'illicit', 'illicit', 'unlicensed', 'unclear', 'falls']","['Marijuana', 'marijuana', 'drug', 'marijuana', 'illegal', 'Communist']","['lawsuit', 'lawsuit', 'lawsuit', Hochul, 'lawsuit', Kathy, Hochul, 'lawsuit', 'lawsuit', 'lawsuit', 'lawsuit', Trivette, Knowles, 'lawsuit', 'lawsuit', Eric, Adams, Jack, Ma]"
20,Goldman Sachs readies its biggest layoffs since the 2008 financial crisis,Extremely Positive,190,"['crisis', 'suffered', 'volatile', 'warning', 'fall']",[],"['harassment', 'harassment', David, Solomon, 'harassment']"
21,"Southwest is giving 25,000 frequent flier points worth $300 to passengers impacted by the airline's holiday travel meltdown",Extremely Negative,410,"['meltdown', 'debacle', 'costly', 'meltdown', 'sorry', 'mistakes', 'lost', 'unclear', 'delays', 'meltdown', 'expire', 'falls']","['blackout', 'Communist']","[Bob, Jordan, Jordan, Andrew, Didora, Zach, Griff, Griff, Zach, Griff, ZachGriff, Griff, Jordan, Jack, Ma]"
22,"
			Rolls-Royce Records Record Sales in 2022
		",Extremely Positive,140,"['volatile', 'recession', 'downturn', 'negative', 'recession', 'downturn', 'hefty', 'Layoff', 'Skeptic', 'Divisive']",[],"[Torsten, MullerOtvos, 'harassment', Elon, Musk]"
23,Tesla nears deal to build production facilities in Indonesia -Bloomberg News,Extremely Positive,10,['false'],[],"[Elon, Musk, Luhut, Pandjaitan, Musk, Musk, Luhut, Joko, Widodo]"
24,"
      Sam Bankman-Fried borrowed $546 million from his hedge fund to buy a Robinhood stake
    ",Extremely Negative,740,"['hedge', 'illegally', 'hedge', 'guilty', 'collapse', 'denied', 'plea', 'prison', 'guilty', 'bankrupt', 'laid', 'bankrupt', 'bankrupt', 'frozen', 'issues', 'allege', 'stolen', 'unraveled', 'disastrous', 'laid']","['fraud', 'conspiracy', 'criminal', 'fraud']","[Sam, BankmanFried, BankmanFried, Gary, Wang, Wang, 'lawsuit', 'lawsuit', 'lawsuit', 'lawsuit', Vlad, Tenev, 'lawsuit']"
25,"
      ‘Maybe we cried too much’ over shoplifting, Walgreens executive says
    ",Extremely Negative,1150,"['warned', 'brazen', 'overblown', 'losses', 'losses', 'damages', 'errors', 'fell', 'issue', 'ineffective', 'overblown', 'threat', 'problem', 'hardship', 'desperate', 'steal', 'crisis', 'issue', 'warned', 'losses', 'doubt', 'problem']","['fraud', 'crime', 'crack', 'crime', 'crime', 'crime', 'crime']","['lawsuit', James, Kehoe, 'lawsuit', 'lawsuit', Kehoes, 'lawsuit', 'lawsuit', 'lawsuit', 'lawsuit', 'lawsuit', 'lawsuit', 'lawsuit', 'lawsuit', Brian, Cornell, Doug, McMillon, 'lawsuit', 'lawsuit']"
26,"Disney employees must return to work in office for at least 4 days a week, CEO says",Extremely Negative,200,['resigned'],[],"[Bob, Iger, Iger, Iger, Iger, Bob, Chapek, Igers, Elon, Musk]"
27,'The Hare Psychopathy Checklist': The test that will tell you if someone is a psychopathy,Somewhat Positive,170,"['stress', 'symptoms', 'superficiality']","['angry', 'sexual']","[Malte, MuellerGettyImages, Nathan, Brooks, 'harassment']"
28,"Southwest Airlines falls 5% after it cancels thousands of flights over the holiday weekend, with more cancellations spilling over into the rest of this week",Extremely Negative,360,"['fell', 'Bad', 'bad', 'nightmare', 'bad', 'delays', 'issues', 'issues', 'suffering', 'lack', 'awful', 'problems', 'issues', 'concerned', 'unacceptable', 'delays', 'lack']",[],"[Bob, Jordan]"
29,US oil giants Exxon and Chevron are poised to reap $100 billion total profit bonanza from Russia's war on Ukraine,Extremely Negative,210,"['crude', 'criticism']",[],"[Joe, Biden, Amos, Hochstein]"
30,"FTX used $200 million of customer funds for venture capital investments, SEC complaint shows",Extremely Negative,500,"['complaint', 'intense', 'shocking', 'collapse', 'allege', 'guilty', 'defrauding', 'wrong']","['fraud', 'fraud', 'conspiracy', 'fraud']","[Sam, BankmanFried, BankmanFried, 'lawsuit', Jason, Wilk, Caroline, Ellison]"
31,"
			More Than 55% of People Aren't Honest on Their Resumes — Here Are the 8 Most Popular Lies
		",Extremely Negative,350,"['Lies', 'fake', 'lied', 'Confront', 'Liar', 'fake', 'lie', 'obsolete', 'Layoff', 'Skeptic', 'Divisive']",[],"[nt, 'harassment', Elon, Musk]"
32,"
			Elon Musk Says 'Local Negativity' in California Will Prevent a Fair Jury Trial. He Wants to Move His Court Date to This State Instead.
		",Extremely Negative,380,"['Negativity', 'chaotic', 'concerned', 'negativity', 'delay', 'impending', 'Complain', 'erratic', 'negative', 'volatile', 'elimination', 'Layoff', 'Skeptic', 'Divisive']",[],"[Elon, Musk, Elon, Musk, Elon, Musk, Elon, Musk, Musk, Musk, Elon, Musk, elonmusk, Musk, Elon, Musks, Musk, 'harassment', Elon, Musk]"
33,3 reasons why Nike's ex-CEO is what Disney needs right now,Somewhat Positive,210,"['struggle', 'problems', 'rocky', 'critics', 'worry', 'drain', 'concerns', 'criticized', 'aggressive', 'frustrating', 'aggressive', 'scandals', 'bruising', 'criticisms', 'toxic', 'disgraced', 'falls']",['Communist'],"[Parker, Parker, Mark, Parker, Nelson, Peltzs, Parkers, Parker, Bob, Chapek, Bob, Igers, Parker, John, Donahoe, Peltz, Iger, Mark, Susan, Arnold, Parkers, Parkers, Jennifer, Saba, Chapek, Donahoes, Saba, Peltz, Parker, Parker, Peltz, Parker, Parker, Alberto, Salazar, Jack, Ma]"
34,Microsoft will fight U.S. over US$68.7B Activision Blizzard deal,Extremely Negative,860,"['violate', 'dispute', 'rivalry', 'complaint', 'criticizing', 'unfounded', 'dispute', 'difficult', 'issue', 'complaint', 'complaint', 'degrade', 'loss', 'harm', 'breakup', 'complaint', 'urgent', 'breakup', 'sued', 'concerned', 'lack', 'suffering', 'severe', 'shortage', 'deficiencies', 'neglect', 'neglect', 'tumultuous', 'recession', 'risk', 'worry', 'debt', 'debt', 'recession', 'recession', 'risks']","['fight', 'illegal', 'Republican', 'fight']","[Joe, Bidens, Bobby, Kotick, Lina, Khan, Khan, 'harassment', 'lawsuit', Beth, Wilkinson, Brad, Smith, 'lawsuit', D., Michael, Chappell, Joseph, Alioto, Alioto, Christopher, Liew]"
35,"
			Wells Fargo Will Step Back From This Key Industry, Reportedly Conduct Layoffs
		",Extremely Negative,550,"['minority', 'risk', 'Laid', 'rival', 'Recession', 'minority', 'Fake', 'Dark', 'Layoff', 'Skeptic', 'Divisive']","['racial', 'racial']","['harassment', Kleber, Santos, 'harassment', Kristy, Fercho, Joe, Bruno, 'harassment', Elon, Musk]"
36,FTX Co-Founder Sam Bankman-Fried Pleads Not Guilty to Fraud Charges,Extremely Negative,760,"['guilty', 'guilty', 'collapse', 'hedge', 'denied', 'prison']","['fraud', 'fraud', 'conspiracy', 'fraud', 'criminal', 'Nazi', 'crime', 'fraud', 'criminal']","[Sam, BankmanFried, BankmanFried, 'lawsuit', BankmanFrieds, BankmanFried, BankmanFried, Samuel, Raymond, Andrew, Rohrbach, Raymond, Rohrbach, Ghislaine, Maxwell, Ronnie, Abrams, 'lawsuit', Lewis, A., Kaplan]"
37,No Headline,Extremely Negative,190,[],[],[]
38,Fundstrat's Tom Lee highlights the biggest risk to his bullish 2023 stock market outlook of more than 20% gains,Extremely Negative,320,"['risk', 'sticky', 'hawkish', 'risk', 'threat', 'risk', 'recession', 'crisis', 'risk', 'decline', 'hawkish', 'sabotage', 'risk']",[],"[Tom, Lee, Lee, Tom, Lee, Lee, Lees, Jerome, Powell, Lees, Lee]"
39,"Crypto contagion isn't over and the lack of transparency means the industry is an 'insider's game,' EY blockchain chief says",Extremely Negative,330,"['collapse', 'issues', 'difficult', 'criticizing', 'collapse', 'lack', 'collapse', 'chaotic', 'extravagant', 'problem', 'bad', 'difficult', 'complicated', 'critical']",[],"[Paul, Brody, Brody, Paul, Brody, Brody, Brody, Brody]"
40,71 top VCs landed on Insider's 2022 list of investors to watch. Here's what they're looking for in startups to back in 2023,Extremely Positive,190,"['tumultuous', 'broke', 'collapse', 'downturn', 'falls']","['fear', 'Communist']","['harassment', Chrissy, Farr, Rex, Salisbury, Johnson, Yang, Alexandra, Sukin, Jack, Ma]"
41,"It's hard to believe in a US recession this year thanks to 3 signs of economic strength, a Credit Suisse investment chief says",Somewhat Negative,260,"['hard', 'recession', 'hard', 'recession', 'recession', 'recession', 'hard', 'recession', 'warned', 'recession', 'fall', 'downturn', 'pessimistic', 'aggressive', 'hurting', 'recession', 'disagree']",[],"[John, Woods, John, Woods, Woods, Woods, Woods]"
42,"Crypto exchanges simply aren't following the rules, and it isn't a lack of regulation that is the problem with the market, former CFTC chair says",Somewhat Negative,310,"['problem', 'reluctance', 'risks', 'lack', 'problem', 'issue', 'conflicting', 'conflicts', 'prohibit', 'loophole', 'oversight', 'reluctance', 'risk', 'conflicting']",['fraud'],"[Timothy, Massad, Timothy, Massad, Massad, Gary, Gensler, 'lawsuit', Massad]"
43,"The Fed wants a recession and is desperate to convince markets it's serious about bringing inflation down, Bank of America chief economist says",Extremely Negative,460,"['recession', 'weak', 'recession', 'warned', 'recession', 'recession', 'desperate', 'desperate', 'restrictive', 'wrong', 'warned', 'unlikely', 'aggressive', 'risk', 'recession', 'risk', 'warned', 'inflationary', 'weak', 'recession', 'warned', 'recession']",['fight'],"[Ethan, Harris, Harris, Ethan, Harris, Harris, Harris, Harris, Harris, Harris]"
44,"Stocks could rise 18% this year as long as inflation keeps coming down and the Fed backs off from its aggressive policy, technical analyst says",Somewhat Negative,180,"['aggressive', 'volatility', 'warned', 'aggressive', 'dismal', 'lost', 'slowed', 'volatility', 'losses']",[],"[Craig, Johnson, Craig, Johnson, Johnson]"
45,"
			Flo Rida Says This Massively Popular Energy Drink Cut Him Out of a Fortune. Here's What Happened.
		",Extremely Negative,430,"['boiling', 'Monster', 'Rival', 'damages', 'lacked', 'lose', 'unfortunately', 'Layoff', 'Skeptic', 'Divisive']",[],"[Flo, Rida, Flo, Ridas, 'lawsuit', 'lawsuit', 'lawsuit', Flo, Rida, Doja, Cat, Flo, Rida, John, Uustal, 'harassment', Elon, Musk]"
46,"
			This Closely Monitored Recession Sign Is Looking Extremely Grim
		",Somewhat Negative,300,"['Recession', 'severe', 'recession', 'Panic', 'ominous', 'debt', 'risk', 'severe', 'Recession', 'slow', 'debt', 'debt', 'hurt', 'Layoff', 'Skeptic', 'Divisive']",[],"[Laura, Veldkamp, 'harassment', Elon, Musk]"
47,Major media want to know who guaranteed Sam Bankman-Fried's $250 million bond,Extremely Negative,650,"['overstated', 'stigma', 'scandal', 'harassed', 'threats', 'collapse', 'concern', 'suffer', 'guilty', 'hedge', 'Fried']","['criminal', 'sex', 'crimes', 'crimes', 'sex', 'criminal', 'criminal']","[Sam, BankmanFrieds, Sam, BankmanFrieds, Lewis, Kaplan, Ghislaine, Maxwell, Jeffrey, Epsteins, BankmanFried, Jeffrey, Epstein, Mark, Cohen, Christian, Everdell, Cohen, Everdell, Joseph, Bankman, Barbara, Fried, Bankman]"
48,"Three things people in Finland—the ""happiest country in the world""—never do",Extremely Positive,30,"['skeptical', 'breaking', 'overlook', 'break']",[],"[Frank, Martela, Martelas, Kell, onni]"
49,‘Maybe we cried too much’: Walgreens hints it exaggerated shoplifting surge,Extremely Negative,870,"['outrage', 'disorder', 'overstated', 'problem', 'accidental', 'damage', 'loss', 'excessive', 'ineffective', 'stuck', 'contention', 'struggling', 'warned', 'issue', 'hurt', 'suffered', 'loss', 'epidemic']","['conservative', 'crime', 'Conservative', 'crime', 'fire', 'killed']","['harassment', James, Kehoe, 'lawsuit', Kehoe, 'lawsuit', Kehoe, 'lawsuit', 'lawsuit', Doug, McMillon, 'lawsuit']"
50,Musk's failure to identify the most significant factor impacting Tesla's stock price spells continued doom (it's him),Extremely Negative,230,"['absence', 'shocking', 'shockingly', 'insane']",[],"[Elon, Musk, Musk, Musk, Musk]"
51,Trump thinks Elon Musk's poll about his future as the CEO of Twitter was a good exit strategy: 'I think that's a good way of stepping down',Generally Neutral,280,"['lose', 'lose', 'losing', 'foolish', 'rocky', 'lying', 'hate', 'hang', 'falls']","['hell', 'nude', 'bullshit', 'Communist']","[Trump, Elon, Musks, Donald, Trump, Elon, Musk, Trump, Donald, Trump, Elon, Musk, Trump, Musk, Trump, Musk, Musk, Musk, Trump, Musk, Trump, Trump, Musk, Joe, Bidens, Bidens, Hunter, Biden, Trump, Musk, Trump, Trump, Musk, Musk, Trump, Musk, Trump, Musk, Trump, Trump, Musk, Trumps, Musk, Trump, Trump, Musk, Trumps, Musk, Trumps, Trump, Trump, Musk, Jack, Ma]"
52,Wharton professor Jeremy Siegel channels Warren Buffett in explaining the problem behind Tesla's epic stock price decline,Somewhat Positive,160,"['problem', 'decline', 'problem', 'decline', 'jarring', 'problem', 'falling', 'decline', 'confusing', 'decline', 'falling', 'fall', 'fall', 'problem', 'fell', 'poorly', 'problems']",[],"[Jeremy, Siegel, Warren, Buffett, Buffett, Siegel, Jeremy, Siegel, Warren, Buffett, Elon, Musk, Siegel, Warren, Buffett, Buffett, Siegel, Siegel, Siegel, Siegel, Siegel]"
53,"The Fed isn't going to make things easy for the market and stocks still have at least another 7% to fall, JPMorgan's chief equities strategist says",Somewhat Negative,330,"['fall', 'restrictive', 'restrictive', 'warned', 'fall', 'warned', 'sticky', 'bad', 'decline', 'restrictive', 'sink', 'worst', 'losses', 'recession', 'trouble', 'restrictive', 'warned', 'dent', 'panicking', 'warned', 'risks', 'damage', 'recession', 'recession']",[],"[Dubravko, Lakos, Lakos, Dubravko, Lakos, Lakos, Lakos, Mohamed, ElErian]"
54,Travel credit cardholders may have a harder time redeeming rewards this year,Generally Neutral,20,"['worried', 'ruin', 'risk']",[],"[Ed, Bastian]"
55,"Legendary investor Bill Miller says he's shorting Tesla because the EV maker has a looming competition problem: 'If it goes up, I'll short more'",Somewhat Negative,190,"['stiff', 'lose', 'threat', 'lose', 'losing', 'bearish', 'expensive', 'bad', 'bad', 'bad']",[],"[Bill, Miller, Miller, Miller, Bill, Miller, Elon, Musk, Miller, Miller]"
56,"Elon Musk could take SpaceX's Starlink business public in 2023 to 'give him a ton of more dry powder,' Chamath Palihapitiya says",Generally Neutral,90,"['difficulties', 'tumble', 'recession', 'fears', 'doubts']",['Virgin'],"[Chamath, Palihapitiya, Elon, Musk, SPAC, King, Musk, Elon, Musk, Chamath, Palihapitiya, SPAC, King, Musk, Palihapitiya, Musk, Musk, Musk, Jason, Calacanis, David, Sacks, Musk]"
57,"Tesla stock has more downside ahead and investors can expect a 25% drop in earnings in the coming quarter amid price cuts, Loup's Gene Munster says",Somewhat Negative,220,"['downside', 'brutal', 'downside', 'missed', 'fall', 'bad', 'concern', 'warned', 'bias', 'critical', 'damaged', 'chaotic', 'warned']",[],"[Gene, Munster, Munster, Gene, Munster, Munster, Elon, Musks, Munster, Munster, Munster, Musk, Musk, Munster]"
58,"Don't snap up stocks just yet ‒ but stay alert as the Fed could soon spark a rally by wrapping up its rate-hiking campaign, a JPMorgan strategist says",Somewhat Positive,80,"['risk', 'recession', 'undue', 'aggressive', 'aggressive', 'lag', 'risk', 'mistakes', 'incorrect']",[],"[Phil, Camporeale, Phil, Camporeale, Camporeale, Jeremy, Siegel, Camporeale, Jeff, Gundlach]"
59,"Disney stock has plunged 45% this year, putting it on track for its worst performance in nearly 5 decades",Extremely Negative,360,"['worst', 'issues', 'downturn', 'worst', 'disappointing', 'decline', 'painful', 'hard', 'hefty', 'loss', 'downturn', 'slow', 'dragging', 'fears', 'recession', 'slump', 'bad']",[],"[Bob, Chapeks, Bob, Iger]"
60,"Tesla stock is broken, and it's premature to call a bottom as shares will continue to fall through January, Fundstrat strategist says",Extremely Negative,520,"['broken', 'dumped', 'downside', 'fallacy', 'warned', 'broken', 'broken', 'broke', 'fall', 'warned', 'dismal', 'missed', 'fell', 'dumped', 'rattled', 'criticism', 'brutal', 'unlikely', 'falling', 'weak', 'fallacy', 'downside', 'fell']","['premature', 'premature']","[Elon, Musk, Mark, Newton, Newton, Mark, Newton, Newton, Newton, Elon, Musk, Musk, Musk, Newton, Newton]"
61,"Tesla needs to separate itself from Elon Musk's personality to win back investors after 75% crash, NYU's 'dean of valuation' says",Extremely Negative,280,"['concerned', 'break', 'crashed', 'concerned', 'danger', 'risks', 'risks', 'risks', 'volatility']",[],"[Elon, Musks, NYUs, Aswath, Damodaran, Damodaran, Elon, Musks, Musks, NYUs, Aswath, Damodaran, Elon, Musk, Musks, Damodaran, Damodaran, Elon, Musk, Elon, Musks, Damodaran, Musk]"
62,Wharton Professor Jeremy Siegel says the Fed needs to end its aggressive inflation-fighting policy and stop hiking rates now,Extremely Negative,420,"['aggressive', 'bias', 'lagging', 'recession', 'aggressive', 'lagged', 'bias', 'falling', 'lag', 'falling', 'trouble', 'restrictive', 'recession', 'warned', 'lag', 'warned', 'risk', 'mistakenly']",['fight'],"[Jeremy, Siegel, Siegel, Jeremy, Siegel, Powell, Siegel, Siegel, Siegel, Mohamed, ElErian]"
63,"
			'Show Some Skin': Newly Released Surveys Reveal a Toxic Culture for Women at Nike
		",Extremely Negative,830,"['Toxic', 'troubling', 'bleak', 'toxic', 'explosive', 'discrimination', 'intimidation', 'bullying', 'toxic', 'bad', 'belittling', 'joke', 'disrespectful', 'trouble', 'lost', 'discrimination', 'toxic', 'limited', 'limited', 'Layoff', 'Skeptic', 'Divisive']","['sexual', 'oral', 'sex', 'bitch']","['lawsuit', 'lawsuit', 'lawsuit', 'lawsuit', Mark, Parker, 'harassment', Laura, Salerno, Owens, 'harassment', Elon, Musk]"
64,Microsoft CEO Satya Nadella says there will be 2 more years of pain before a 'massive' tech rally,Extremely Negative,360,"['struggle', 'downturn', 'recession', 'protesting', 'pain', 'challenging', 'recession', 'recession', 'impedance', 'recession', 'recession', 'ignore']",[],"[Satya, Nadella, Nadella, 'harassment', Nadella, Nadella, Nadella, Nadella, Nadella, Nadella, Nadella, Nadella, Nadella, Nadella, Nadella, Nadella, Nadella, Nadella, Nadella, Nadella, Nadella]"
65,Fed's George: It will be key to hold rates up once hikes end,Somewhat Positive,110,"['warning', 'fall', 'hawkish', 'threaten', 'wrong', 'unclear', 'crisis', 'risks', 'threat', 'unexpected', 'trouble', 'concerned']",[],"[George, Esther, George, George, George, George, George, George, George, George]"
66,Amazon evades hefty fine in the EU by settling antitrust cases,Extremely Negative,430,"['hefty', 'concessions', 'concerns', 'concessions', 'concessions', 'Concerns', 'distorted', 'concern', 'concerned', 'discrimination', 'breaks', 'impose', 'embroiled', 'undermining', 'falling', 'problem']",[],"['harassment', 'lawsuit', Jay, Bonggolto]"
67,Video shows 8-car pileup after a Tesla allegedly using Full Self-Driving stopped in a highway tunnel,Extremely Negative,330,"['abruptly', 'crashes', 'emergency', 'criticism', 'bugs', 'wrong', 'fail', 'deceptive', 'falls']",['Communist'],"[Ken, Klippenstein, Ken, Klippenstein, kenklippenstein, Shayna, Kelly, Elon, Musk, Jack, Ma]"
68,House of Representatives bans staff use of 'high risk' TikTok,Extremely Negative,460,"['risk', 'issue', 'risk', 'risks', 'concerns', 'oversight']",[],"['lawsuit', 'lawsuit', Brendan, Carr, 'lawsuit', 'lawsuit', Catherine, L., Szpindor, 'lawsuit', 'lawsuit', 'lawsuit']"
69,NY's slow rollout of legal weed shops encourages the black market,Somewhat Positive,320,"['shady', 'problem', 'cumbersome', 'unlicensed']","['marijuana', 'dope', 'marijuana', 'illegal']","['lawsuit', 'lawsuit', 'lawsuit', Trivette, Knowles, Knowles, Reiman]"
70,NFL 'Sunday Ticket' is headed to YouTube beginning next season,Extremely Negative,420,[],"['Primetime', 'Primetime', 'Primetime', 'Primetime']","[Roger, Goodell, Goodell, Robert, Kraft, Susan, Wojcicki, 'lawsuit']"
71,"NYC could lose 10,000 Airbnb listings because of new short-term rental regulations ",Extremely Negative,520,"['lose', 'stranger', 'conflict', 'complain', 'drastically', 'restrict', 'hurt', 'fail', 'penalty', 'hurt', 'struggling', 'crisis']","['illegal', 'illegal', 'illegal']","[Eric, Adams, Bill, de, Blasio, Adams, 'lawsuit', Nathan, Rotman, Christian, Klossner, Liz, Krueger, 'lawsuit']"
72,Google's management has reportedly issued a 'code red' amid the rising popularity of the ChatGPT AI,Extremely Negative,410,"['concerns', 'threat', 'hurt', 'errors', 'unable', 'offensive', 'error', 'hesitant', 'reluctant', 'concerns', 'risk', 'falls']","['racist', 'Communist']","[Sundar, Pichai, Sundar, Pichai, Sam, Altman, Sridhar, Ramaswamy, Zoubin, Ghahramani, Jack, Ma]"
73,"Tesla could still fall more than 60% if it's valued as a traditional automaker like Ford or General Motors, CIO says",Somewhat Negative,190,"['worst', 'decline', 'falling', 'weary', 'fall', 'falling', 'concerns', 'fell', 'decline', 'decline']",[],"[Vahan, Janjigian, Elon, Musks, Vahan, Janjigian, Elon, Musks, Janjigian, Janjigian, Janjigian, Janjigian]"
74,"Billionaire investor David Tepper is shorting the stock market heading into 2023 for one big, obvious reason: The Fed",Extremely Negative,390,"['bearish', 'hedge', 'Crisis', 'squash', 'doubt', 'fallen', 'nervous', 'threat', 'sucks', 'hate']","['fight', 'fight']","[David, Tepper, Tepper, Tepper, David, Tepper, Tepper, Jerome, Powell, Tepper, Tepper, Tepper, Tepper, Tepper, Tepper, Tepper, Tepper, Tepper]"
