Article,Title,Description,URL,Content,Published
46,"TV tonight: Steve Pemberton, Bez and Motsi Mabuse amuse with tall tales",The enduring panel show returns with more lies and laughs. Plus: Amanda and Alan’s Italian Job. Here’s what to watch this evening Continue reading...,https://www.theguardian.com/tv-and-radio/2023/jan/06/tv-tonight-steve-pemberton-bez-and-motsi-mabuse-amuse-with-tall-tales,Would I Lie to You 8pm BBC One Back for a new series this durable panel show is very firmly in ifitaintbrokedontfixit territory by now. This week a typically macabre yarn from Steve Pemberton a suitably berserk Glastonbury story from Bez and a potentially toecurling incident remembered or imagined by Motsi Mabuse. Phil Harrison Food Unwrappeds New Year Health Kick 7. 30pm Channel 4 More health tips for those suffering after their seasonal blowout. New Unwrapper John explores how vegan bacon replicates the texture of meat while Kate finds out if black garlic can take years off you as has been claimed. Also can lettuce aid sleep We guess it romaines to be seen. Ali Catterall Amanda Alans Italian Job 8. 30pm BBC One If youre stricken by January blues its worth bearing in mind that there are beautiful areas of coastal Italy where houses can be bought for one euro. However as Amanda Holden and Alan Carr discover in this jaunty flimsy series they will need plenty of work. These two are not the most practical duo but presumably their pad will undergo a miraculous transformation. PH Death in Paradise 9pm BBC One The cosy Caribbean crime caper continues to pootle along in its 12th season. Ralf Little is at the helm his DI Neville Parker this week investigates an academics clifftop plunge during the viewing of a planetary conjunction. PH Live at the Apollo 9. 45pm BBC Two Its a solidly stellar lineup for the standup comedy showcase this week with Ed Gamble as compere. The main performers are Tom Davis still a fine stage artist despite being better known now for scripted comedies such as The Curse and Judi Love of Loose Women fame. Jack Seale The Graham Norton Show 10. 40pm BBC One Its Nortonsquared this week as James Norton joins the host to talk about the return of Happy Valley. They are joined by Jamie Dornan who stars opposite Gal Gadot in the upcoming Netflix action thriller Heart of Stone. Alexi Duggins Live sport Gloucester v Saracens 7. 45pm BT Sport 1. At Kingsholm Stadium. FA Cup football Man United v Everton 8pm ITV. Thirdround tie at Old Trafford.,2023-01-06T06:20:42Z
47,Dog starts house fire after turning on hairdryer,"Crews were called to Hockley, Essex, on Christmas Eve and treated the dog and owner at the scene.",https://www.bbc.co.uk/news/uk-england-essex-64088063,Dog starts house fire after turning on hairdryer Published A dog is believed to have caused a fire in a house on Christmas Eve after accidentally turning a hairdryer on. Essex Fire Service said crews were called to Hockley Essex following reports of a smokefilled house. Firefighters worked quickly to extinguish the fire after locating it in the bedroom. The dog was waiting by the front door when the homeowner returned and both were treated for smoke inhalation the service said. Watch manager Gary Shinn said The homeowner was out and came back to find her house full of smoke. We believe the fire started because a hairdryer was left plugged in and on a bed. We think the dog may have then jumped on the bed and turned the hairdryer on eventually causing it to catch alight to the bedding and mattress. Once youve finished with any electrical appliances such as hairdryers and straighteners please take a moment to unplug them.,2022-12-24T22:49:40Z
48,Jasmine Harrison reflects on record-breaking 2022 UK swim,"Jasmine Harrison, 23, explains what it was like to spend three months swimming the length of the UK.",https://www.bbc.co.uk/news/uk-england-york-north-yorkshire-64027453,Jasmine Harrison reflects on recordbreaking 2022 UK swim Published While her friends spent summer 2022 at music festivals and barbecues 23yearold Jasmine Harrison was in a wetsuit swimming 900 miles 1448km up the west coast of the UK. After an arduous 110 days she became the first woman to complete the challenge. BBC News Tom Airey caught up with her to see how she had readjusted to life on land. Thinking back my favourite memories from the swim are when it was flat and calm with the sun setting dolphins rising up beside me Jasmine recalls. Those idyllic scenes were the exception rather than the rule on her epic journey which saw her spending up to 12 hours in the sea each day in all manner of conditions. Jasmine from Thirsk in North Yorkshire also remembers her front crawl through blooms of hundreds of jellyfish and being stung multiple times in the process. She also suffered from salt mouth where skin is stripped from the tongue and throat making it difficult and painful to swallow. Leaving the Isle of Man I was followed by a basking shark it wasnt going to eat me but it was still very scary she says. The fish which typically measures up to about 8m 26ft as an adult is not a threat to humans and lives on a diet of plankton which it eats by opening its huge mouth and filtering water through its gills. I wasnt aware of it at the time when I was in the water but a support kayaker came over and said get on the boat they first thought it might have been a whale but they saw its tail and it was vertical rather than horizontal. From first entering water in western Cornwall on 1 July to reaching the top of Scotland on 18 October her support boat named Crews Control became her home and its rotating 20person volunteer crew her family. The team have been just brilliant every single one was initially a complete stranger she says. While looking for a kayaker I just went on Instagram typed in the relevant hashtags to see who was posting nearby and then asked them if they wanted to kayak for me. Jasmine recently completed a twoandahalf week journey sailing Crews Control back down the UK following the same route she swam months earlier to drop the boat on the south coast to be sold. She says As soon as we docked into Dartmouth the skipper looked at me and said What now It was a massive relief but almost a bit of a depressing feeling its really strange. After heading north to catch up with friends and family in North Yorkshire for Christmas shes refining ideas for her next recordbreaking endeavour. In 2021 she became the youngest woman in the world to row solo across the Atlantic Ocean so now has a yearly pattern of breaking records to keep up. I always want to have a target whether its a physical challenge or an idea for me to work towards I just need something to aim for the swimming teacher says. I want the next challenge to be international maybe pick up a new skill something different. Her latest achievement led to her appearing on several podcasts and talking at the Kendal Mountain Festival with the hope further work as a motivational speaker to inspire others may be on the cards. Jasmine is hoping to be back to full fitness soon after the exhaustion of her swim where she covered distances of up to 27 nautical miles 31 miles50km each day. A couple of weeks ago I did a swim gala just to see what my speed was like in the water but Id not fully recovered I was so tired and hadnt slept she says. When I get back home Ill go back in the pool and see what I can do Ill see what my bodys telling me. As for Crews Control who knows what the boats next adventure will be Shes up for sale in January and well have to wait and see what her next story is says Jasmine. Nothing as exciting as this one. Follow BBC Yorkshire on Facebook Twitter and Instagram. Send your story ideas to yorkslincs. newsbbc. co. uk.,2022-12-28T01:30:59Z
49,Haldwani: Locals in despair over fears of mass eviction in India,Thousands of people living on disputed land in India's Uttarakhand state say they will become homeless.,https://www.bbc.co.uk/news/world-asia-india-64207234,Haldwani Thousands of Indians in despair over mass eviction fears Published Indias top court has temporarily stayed the demolition of over 4000 homes in the northern Indian state of Uttarakhand but people are still worried about the fate of their homes which they have spent a lifetime building. BBC Hindis Vineet Khare and Deepak Jasrotia report from Haldwani town. Government officials allege that more than 50000 people most of them Muslims here are living on land that belongs to the Indian Railways. But residents say they have been living in the area for decades and that the railways has no documents to support its claim. In December the state high court asked railway authorities to evict unauthorised occupants after giving them a weeks notice. Residents started getting eviction notices from 1 January. However the Supreme Court on Thursday put a hold on the order saying that thousands cannot be uprooted overnight and that a workable solution must be found. As news of the order reached the residents fear gave way to relief. Residents hugged and congratulated each other happy for the temporary reprieve they had won. But as the date of next hearing for the case on 7 February inches closer the residents find themselves swinging between despair and hope. The BBC spoke to families whose future hangs in the balance. Where will we go For Tilka Devi Kashyap 65 losing her home would mean imminent homelessness for her and her 14 family members. Ms Kashyap arrived in the area in the mid1970s and has invested her lifes earnings to build her house. A onestorey structure with tiny rooms it is home to her sons their wives and children. Ms Kashyap and her family also depend on the area to make a living they sell snacks on a cart outside their house. The small business helps them make just enough money to see each day through. But talks about demolition has been affecting their business she says. Customers have stopped frequenting the area she told the BBC. There are days when we are unable to save anything after buying whats needed for the business and have nothing to cook. Ms Kashyap is among a small number of Hindus living in this predominantly Muslim neighbourhood. She says she was among those who voted for the Hindu nationalist Bharatiya Janata Party BJP to power in the state in 2022. The government should think of the poor she says adding that its the governments responsibility to provide alternate accommodation if their homes are demolished. We voted for the Congress Indias main opposition party earlier. But we got nothing during both the BJP and Congress regimes. Ms Kashyap says that she has been paying taxes and bills on her house for years and wonders why her home is suddenly being termed illegal. The government shouldnt have let us settle here in the first place. Now that we have built everything it wants to bring it our house down. Where will we go she asks. Buying a house in another area isnt an option for Ms Kashyap. Her family has been poor and their financial condition worsened after her husband had an accident five years ago. The accident damaged his limbs and he has been unable to work since then. Costly medical bills of his treatment have hollowed out the familys meagre savings. Ms Kashyap says she does not have the means to relocate or put up a legal fight to save her home but she is determined to do what she can to prove that she and her home belong here. Im going to store all our bills more carefully she says rifling through a stack of crumpled bills that are torn in places. You never know when we might need them to prove our case before a government official. Our life and death depends on this case Zahida who only uses one name sits rolling chapatis wheat flatbread inside her dimlylit tinroofed shack. She shares the space with her children their spouses and her grandchildren. Conditions indoors are cramped and the interiors are worse for wear. But to Zahida whos in her 50s and her family the place is home. It may be in a bad condition but at least we have a home. Where will we go if this is brought down she asks. Zahida says that her ties to the house run deep its where she arrived as a newlywed decades ago raised her kids and where her husband took his last breath. The news that their house could be demolished has come as a blow to her. Like Ms Kashyap the family is struggling financially. A vegetable shop run by her eldest son helps them stay afloat. But the shop is set up in the same disputed locality so losing their house would put an end to their business too she says. We will end up on the streets. I think about this and cry day and night Zahida says. Our life and death depends on this case.,2023-01-10T22:00:38Z
50,Gujarat: Indian man killed over daughter's viral video,The man was allegedly attacked after protesting against a video of his teenage daughter being posted online.,https://www.bbc.co.uk/news/world-asia-india-64073466,Gujarat Indian man killed over daughters viral video Published Police in the western Indian state of Gujarat have arrested seven people for allegedly beating a soldier to death. Melaji Vaghela was attacked after he protested against a video of his teenage daughter being posted online according to the police complaint. The complaint says the video went viral after it was uploaded. The alleged attackers are family members of a teenage boy whom Vaghela accused of uploading the video. Vaghelas wife and son were also injured in the attack. The victim worked with Indias Border Security Force. According to the police complaint which was filed by Vaghelas wife Manjula the attack occurred on Saturday night in Kheda district in Gujarat. Vaghela his wife two sons and nephew had gone to the teenage boys house to complain against him for allegedly uploading a video of the girl. Several news reports have described the video as obscene but the BBC has not been able to confirm this. According to the police complaint the discussion escalated into a fight and the boys relatives attacked Vaghela and his family with wooden sticks and sharp objects. Vaghela was seriously injured and died immediately. One of his sons is in hospital with head injuries. Police have filed charges including murder against the seven accused. They were sent to judicial custody on Monday and have not made a statement yet. Read more India stories from the BBC The indie music stars knocking Bollywood off the charts The sweet story of Indias first Christmas cake Indias Modi urges caution amid China Covid surge Anxious Christmas for families of Indians held in Nigeria What it will mean when Indians outnumber Chinese Gambia panel says India firm culpable for syrup deaths,2022-12-27T06:59:00Z
51,TV tonight: is the bizarre Prince Andrew musical desperate television?,"Kieran Hodgson plays Andrew in this strange comedy, which he also wrote. Plus: a documentary for those in mourning for Doc Martin. Here’s what to watch this evening Continue reading...",https://www.theguardian.com/tv-and-radio/2022/dec/29/tv-tonight-is-the-bizarre-prince-andrew-musical-desperate-television,Prince Andrew The Musical 9pm Channel 4 Desperate television or a work of provocative art You decide as the story of Prince Andrews downfall is played out in this bizarre musical production starting with that infamous interview with Emily Maitlis Emma Sidi. Kieran Hodgson who also wrote the show plays the prince who cannot sweat while Baga Chipz is Margaret Thatcher Harry Enfield is Tony Blair and Munya Chawawa is King Charles. HR Antiques Roadshow Christmas Special Toys and Childhood 8pm BBC One From teddybears to Teletubbies timeless toys are investigated in tonights Christmas special. Cherished childhood such as marionettes made by prisoners of war and Star Wars figurines steal the limelight and Fiona Bruce joins fanatical toy collector Jonathan Ross. Danielle De Wolfe Farewell Doc Martin 8. 30pm ITV After 10 seasons the final episode of Doc Martin aired on Christmas Day. For those already suffering withdrawal heres a concentrated hit of Clunesian context a comprehensive behindthescenes doc tracking the quirky Cornwallset dramas evolution from reworked film character spinoff to surprise global fan favourite. Graeme Virtue Marie Antoinette 9pm BBC Two From The Favourite writer Deborah Davis although this takes a much straighter tone heres an extravagant eightpart drama about Frances infamous teenage queen. It starts with Marie Antoinette swapping the comfort of her Austrian home for the palpably frosty French court where she meets her insipid husbandtobe Louis XVI. HR John Bishops End of Year Show 9. 35pm ITV At the start of this year Bishops show successfully mixed topical standup a little more barbed than his chummy demeanour might suggest with celebrity chat. Ahead of season two this special rounds up the events of 2022 with Ian McKellen and footballer Beth Mead among the special guests. Jack Seale Planet Sex with Cara Delevingne 11pm BBC Three Delevingne swaps sex for the science of love in this episode. Falling asleep in an MRI scanner meeting a woman who is marrying a character from The Sims and visiting a Mexican love hotel are on the agenda. She also investigates the pros and cons of throupling. Hannah Verdier Film choice Desperately Seeking Susan Susan Siedelman 1985 10. 55pm BBC Two Its Madge Night on the Beeb so along with archive performance footage and behindthescenes documentary Truth Or Dare comes one of Madonnas few acting successes. In Susan Siedelmans 1985 New York comedy thriller shes actually not on screen as much as Rosanna Arquette who plays unhappy New Jersey housewife Roberta intrigued by girlabouttown Susan Madonna. When she is mistaken for the errant Susan Roberta is thrown into a murder caper while riffing off the singers soontobeiconic image. Simon Wardell,2022-12-29T06:00:11Z
52,Another Putin critic died after falling out of a window,"Pavel Antov died after falling from a hotel window in India Sunday, making him the second Vladimir Putin critic to die this way in 2022.",https://www.businessinsider.com/putin-critic-pavel-antov-dies-falling-out-hotel-window-2022-12,Another Putin critic dies after falling out a window A second critic of Russian President Vladimir Putin has died this year after falling from a window. Pavel Antov 65 died Sunday at a hotel in India just days after celebrating his 65th birthday. A second critic of Russian President Vladimir Putin died Sunday after falling out of a window the Russian media outlet TASS reported. According to reports Pavel Antov fell from a hotel window in Rayagada India just days after celebrating his 65th birthday. He was visiting the state of Odisha in eastern India. Antov was the chair of the committee on agrarian policy nature management and ecology of the Legislative Assembly of the Vladimir Region and was wellknown in the area according to TASS. Our colleague a successful entrepreneur philanthropist Pavel Antov passed away Vyacheslav Kartukhin the vice speaker of the regional parliament said on his Telegram channel TASS reported. On behalf of the deputies of the United Russia faction I express my deep condolences to relatives and friends. The speaker of the legislative assembly Vladimir Kiselyov called Antovs death a difficult and irreparable loss in a statement on the website of the regional parliament TASS reported. Antov was a known critic of Putin the BBC reported. The BBC reported that a since deleted June WhatsApp message linked to Antovs account and shared after a Russian missile strike in Kyiv Ukraine killed a man and left his wife and 7yearold daughter wounded was seen as critical of Putins war in Ukraine. Its extremely difficult to call all this anything but terror the WhatsApp message said. Antov quickly deflected on social media insisting he was a supporter of the war and Putin adding that the message came from a war critic with whom he did not agree and it was all a misunderstanding the BBC reported. He is the second Putin critic to die after falling from a window this year. In September the Russian energy oligarch Ravil Maganov 67 died after falling from a hospital window Insider reported at the time. The 67yearold oil tycoon died after his oil company Lukoil released a statement expressing deepest concerns about the war in Ukraine. A Russian traveling with Antov died Friday at the same hotel in India The BBC reported. The BBC reported Vivekanand Sharma the Odisha police superintendent said the man Vladimir Budanov died of a stroke. Sharma added that Antov was depressed after his death and he too died. Alexei Idamkin the Russian consul in Kolkata told TASS that police did not see a criminal element in these tragic events The BBC reported. Jack Ma the billionaire founder of Alibaba who disappeared from public view in 2020 appears to resurface in Thailand as he prepares to give up control of his company The average ChickfilA franchise exceeds 8 million in sales and has one of the lowest fastfood franchise startup fee heres how to open one Chinas government is buying Alibaba and Tencent shares that give the Communist Party special rights over certain business decisions report says Amazon Great Republic Day Sale best deals on phones iPhone 13 OnePlus Nord 2T 5G Redmi A1 and more Wipro sees FY23 revenue growth at 11. 512 Q3 profit growth beats analyst expectations Rupee falls 4 paise to close at 81. 34 against US dollar 13th Gen Intel Core i913900KS brings unprecedented speed to desktop users Credit expansion will taper down next year if deposits growth doesnt rise Axis Bank MD,2022-12-27T15:34:47Z
53,Waterloo Road review – a lesson in how not to revive a TV show,"The BBC has brought back the high-school drama after it became a Covid hit, but its attempts to crowbar heavy social issues into a soapy setting are jarringWaterloo Road (BBC One) was always a show that felt more important for the boxes it ticked and the serv…",https://www.theguardian.com/tv-and-radio/2023/jan/03/waterloo-road-review-a-lesson-in-how-not-to-revive-a-tv-show,Waterloo Road BBC One was always a show that felt more important for the boxes it ticked and the services it provided than for the quality of its drama. First shown in 2006 the chaotic secondaryschool saga was a breeding ground for new talent Jodie Comer Jenna Coleman and Phoebe Dynevor had early roles in it and one of those continuing dramas that provide work for likable light comedydrama actors who arent cut out for Alist stardom while producing hundreds of episodes to fill schedule space. Such shows especially BBC ones are vulnerable to the whims and politics of broadcasters and to being given the burden of reflecting the issues of the day. Waterloo Road suffered from both malaises. When it was axed in 2015 it felt natural. So why is it back Originally set and filmed in Rochdale Greater Manchester Waterloo Road moved to Greenock in Scotland in 2012 as part of a drive to make more shows outside England. It was an unconvincing rebrand that lasted for three seasons before the show was canned. But there is also a BBC initiative to make more shows outside southeast England so now the Beeb has killed off another soapy workhorse Holby City which may have looked regional because it was set in Bristol but was filmed at Elstree Studios near London and used the money to revive Waterloo Road relocating it in Greater Manchester. What a story But there is a twist in the tale we will get on to the new season in a minute I promise. Waterloo Road has not been hauled randomly out of a dusty filing cabinet. The old episodes were an unexpected hit during Covid lockdowns with the series ending up as BBC iPlayers sixthbiggest show of 2021 generating more streams than Doctor Who Death in Paradise and RuPauls Drag Race UK despite having been off air for six years. A few extra fans then will be pleased to see Angela Griffin as Kim once a teacher and pastoral care specialist at Waterloo Road school now the head of a different comprehensive secondary in the same area this one named after a local historical dignitary who was a slave trader. Episode one scene one shows a black girl spraypainting RACIST on to the bust that adorns the front of the school building as part of a campaign to get the school renamed. Without any ado we are fulfilling Waterloo Roads key remit of tackling social and political talking points in what is hoped to be an accessible way. As a paintbomb riot threatens to cause lessons to be suspended on the first day of term Kim has to balance her sympathy with the kids antiracist cause with the difficulty of convincing an intransigent impecunious local education authority to fix the problem especially when not everyone thinks there is a problem to be fixed. This is cancel culture says a gobby white kid adding that he considers the protesters to be snowflakes. Later on in the staff room the history teacher Mr Guthrie who spends a lot of the opening episode looking for somewhere to rinse dog mess off his shoe earning him a rocket from the dinner lady Nicky Kym Marsh when he suggests using the canteen sink expresses his own scepticism The conversation should be about historical context not cancel culture Children we are learning about cancel culture and we are not doing it subtly. But really we are not learning about it at all since a proper examination of the arguments around the veneration of problematic historical figures wouldnt fit into an 8pm drama. The expectation is that mentioning it will prompt thought and debate in the audience with the same objective attached to the story of a former pupil who through a combination of a tough family life and the disruption of the pandemic has ended up homeless and becomes a representation of all the kids who have fallen through the new cracks in society since Waterloo Road was last broadcast. Does it help important moral debates when they are the backdrop to a drama that seems more comfortable delivering classic soap storylines such as the one that engulfs the original characters Donte Adam Thomas and Chlo Katie Griffiths tearaway pupils who have now become conscientious hopeful nervous young parents Does it benefit an eventful broadbrush soap if it keeps stopping to talk about white privilege Will viewers who binged Waterloo Road when they were at a loose end make the sort of commitment that warrants a revival Wellintentioned as they are these fictional teachers still look as if they are doing an impossible job.,2023-01-03T21:00:58Z
54,"Is Harry the next James Corden? The prince’s TV appearances, in order of greatness","After a week of major TV stand-offs – some with added tequila shots – the spare to the throne hasn’t stumbled. He’s a smooth operator … and truly his mother’s sonKing Charles, as the Prince of Wales, gave one TV interview (on ITV in 1994). Diana, Princess of …",https://www.theguardian.com/tv-and-radio/2023/jan/12/prince-harry-interviews-tv-appearances-in-order-of-greatness,King Charles as the Prince of Wales gave one TV interview on ITV in 1994. Diana Princess of Wales on BBC One 1995 and HRH Prince Andrew on BBC One 2019 also did the same and only Diana seems likely to have considered the primetime conversation successful. But Harry Duke of Sussex has now made 11 highprofile TV appearances from Oprah With Meghan and Harry CBS and ITV 2021 through the six parts of the documentary series Harry Meghan Netflix to the four British and US interviews this week to promote his memoir Spare. So how well did Harry use the medium and how well did it use him Harry The Interview ITV 8 Jan Production Any interview pegged to a painfully revelatory memoir faces the technical hitch of how a person can be expected to adlib their tragedies for viewers convenience. ITVs elegant solution was to use extracts from Harrys audiobook recording to set up discussions. Harry Beyond those who have objected to Harry from monarchist disrespect to the crown or classist selfpitying superrich brat perspectives those who tuned in openminded may have been pleasantly surprised to find an articulate thoughtful engaging and amusing man. Harry has inherited his mothers media poise. Only the hardest heart could not feel sympathy for his clearly deep scars unable to forget his mothers death or forgive the media for what he sees as their role in it. Interviewer Under usual media conflictofinterest rules Tom Bradby a longtime friend of both Dianas sons should have been exactly the wrong choice. In practice familiarity allowed him to eschew the sycophancy of US interviewers from Oprah onwards while Harry was usefully aware that Bradby has his own knowledge of some of the events and people mentioned. Cannily though the host also maintained his journalistic rigour often using a resting sceptical expression. And in the moment interviewers dread when Harry challenged the host to answer one of his own complicated questions the ITV man calmly delineated without notes the intricacies of the princes three legal battles in the UK. Against the odds an already formidable broadcaster emerged with reputation enhanced. Revelations In this first interview screened before the book was published Harrys disclosure that he has no memories of the period after his mums death was startling and poignant. The explanation of some of his interactions with the media will have made some British media uncomfortable as their coverage of the show possibly reflected. TV crowns The Late Show With Stephen Colbert CBS 10 Jan Production Harrys Harry Either the prince or his handlers had gambled that host Stephen Colbert tends when faced with a highranking newsy guest the Obamas Clintons to drop the satire. Apart from a couple of comedy bits a skit with royal heralds and Tom Hanks and drinking tequila shots with Colbert that felt illjudged Harry was able to be deeply serious about favoured themes such as mental health the British media while also cannily flattering his new home America is a great place to live and as the most successful guests on US talkshows do engaging directly with the studio audience. It has been increasingly hard this week to see any reconciliation with the royals but this appearance teased a possible future for Harry. Theres a long tradition of hit chatshow guests Oprah Winfrey James Corden Terry Wogan John Bishop moving into the main chair. A sharp producer might sign up Harry to host a series of chats for which everyone from Sir Elton John to President Biden would surely agree. Interviewer Mainly eschewing comedy except for an exchange about a cock sock the Cword bleeped to prevent frostbite Colbert was empathic his father and two brothers died in an accident when he was 10 intelligent and forensic. His solution to the issue of how to transmit the content of the book was to read and internalise it to the extent that he could describe and quote content without notes. Revelations Even those sympathetic to Harry were thrown by reports that the book boasted of his number of Taliban kills in Afghanistan. Prompted and endorsed by Colbert the prince was able to present those paragraphs in a different light a reflection on military veterans difficulty in living with the knowledge of killings and a plea for more understanding of this haunting to prevent more suicides. Harrys receipt of a round of applause for that line represented a stunningly effective reversal of a media narrative and again showed how as a smooth media performer he is completely his mothers son. TV crowns 60 Minutes Prince Harry CBS 8 Jan Production Clunkily host Anderson Cooper read out chunks from a copy of Spare then asked the prince to parse them like a college tutorial. The bigger vibe though was shrink and client Cooper smiling benignly behind expensive spectacles sometimes seemed at risk of handing Harry a bill and fixing the next session. Harry Pronouncing route in the American way to rhyme with shout the prince will have to watch where his accent ends up with signs of it splashing into midAtlantic like David Frosts. Interviewer Coopers solemnity blocked off the cheeky side of the princes personality that showed in other chats. When Harry mentioned his aunt taking him to see HM the Queens body a British presenter would have gathered that he was talking about HRH Princess Anne fleshing out the anecdote. Revelations For UK viewers who had seen the Bradby the content was largely familiar for US viewers it would have had the impact of the ITV show. Cooper got more on the depth of royal enmities Harry hasnt for a while had any contact with his dad or brother. The freshest information was an explanation of why the royals are so obsessed with the press. All the papers are laid out at breakfast so its hard not to know whats being said about you. TV crowns Good Morning America ABC 9 Jan Production The closest Harry Few politicians and certainly not the last four UK prime ministers or the two most recent US presidents could get through such a varied sequence of interviews without significant stumbling or discomfort. After this week even Harry haters and doubters might have to accept that he is a fluent media performer. Transcripts of the four interviews are remarkably free of the word um. To Strahans Elizabeth II question for instance he denied it to his gran nothing came as a surprise without giving the direct quotes from the monarch for which the questioner was fishing. Interviewer Strahan was prepped and sharp Revelations Strahans direct questioning required the prince to be less euphemistic than elsewhere about family rifts but there was no scoop. TV crowns,2023-01-12T14:46:33Z
55,TV tonight: Matthew Macfadyen and Keeley Hawes in MP scandal drama,Macfadyen plays Labour politician John Stonehouse who attempted to fake his own death. Plus: Frozen Planet II: World of Wonder. Here’s what to watch this evening Continue reading...,https://www.theguardian.com/tv-and-radio/2023/jan/02/tv-tonight-matthew-macfadyen-and-keeley-hawes-in-mp-scandal-drama,Stonehouse 9pm ITV The John Stonehouse story sounds too preposterous to be true. And yet In the early 1970s Labour MP Stonehouse was in trouble. He was being blackmailed and running out of money and his wife was suspicious. So he simply left his clothes in a neat pile on a beach in Miami and disappeared. In this drama stripped across the week Matthew Macfadyen plays Stonehouse as a vain trivial buffoon perhaps the kind of MP who would suit a reality show in Australia while Macfadyens reallife better half Keeley Hawes plays his wife Barbara. Phil Harrison Frozen Planet II Worlds of Wonder 8pm BBC One Serving up a plethora of highlights from across the series the dulcet tones of Sir David Attenborough lead us through snowcapped landscapes from Mongolia to Antarctica. As temperatures plunge to 40C superwolf packs stalk American bison as emperor penguin chicks fight for survival. Danielle De Wolfe Silent Witness 9pm BBC One Between them the Lyell team know everything there is to know about forensic pathology after 25 series of dissecting dead bodies they really ought to but this latest case calls for outside expertise. The National Crime Agency NCA suspects the involvement of the Ndrangheta crime ring and Nikki Emilia Fox is soon drawn in. Ellen E Jones The Mayfair Hotel Megabuild 9pm BBC Two Envisage a stay at Londons most luxurious hotel and you probably wont reckon on constant drilling or scaffolding ruining the view. Thats why when Claridges embarked on an ambitious remodelling it all had to be done everso discreetly. This threepart Grand DesignsmeetsDownton documentary takes us behind the scenes. EEJ Gogglebox Festive Special 9pm Channel 4 Was this years Christmas telly actually any good and which moments will live in the memory The definitive answers come from Lee and Jenny the Malones the Siddiquis and Simon and Jane as they land on their sofas to experience the big shows the regular festive specials and a few classic movies. Jack Seale Search Party 10pm BBC Three Im a little lost admits Dory Alia Shawkat in the opening doublebill of this acerbic NYC comedy about flailing millennials the fifth and final season. But Dory and her awful hipster circle find new purpose upon realising a highprofile missing person is an old acquaintance they forgot. Graeme Virtue Live sport Premier League football Brentford v Liverpool 5pm Sky Sports Main Event. At the Gtech Community stadium.,2023-01-02T06:20:07Z
56,TV tonight: Ken Burns’ scathing new documentary takes apart US delusions,The famed documentarian turns his attention to the US’s real record of providing shelter – or not – for the world’s huddled masses. Plus: affable architect George Clarke returns. Here’s what to watch this evening Continue reading...,https://www.theguardian.com/tv-and-radio/2023/jan/09/tv-tonight-ken-burns-scathing-new-documentary-takes-apart-us-delusions,The US and the Holocaust 10pm BBC Four Ken Burns scathing threepart documentary looks at how the US responded to Jews and others seeking refuge from the Nazis. We all tend to think of the United States as the country with the Statue of Liberty poem Give me your tired your poor says historian Peter Hayes in this weeks first scenesetting episode. But in fact exclusion of people and shutting them out has been as American as apple pie. Hollie Richardson George Clarkes Amazing Spaces 8pm Channel 4 The affable architect returns to nose around more compact projects attempting design ingenuity in places where catswinging is inconceivable. There is a vehicular theme to this opener as Clarke runs the rule over plans to convert a leaky boat and a vintage caravan while also cooking up an ambitious fourwheeled build of his own. Graeme Virtue Hornby A Model World 8pm Yesterday Hornby has given the Lilliputian treatment to the iconic Flying Scotsman 47 times. At the start of this second series that once again takes a magnifying glass to the beloved modelmaking company product development director Simon Kohler commissions yet another version to take it up to date while keeping the project as secret as possible. Ali Catterall Meet the Khans Big in Bolton 8. 30pm BBC Three Faryal Makhdoom and Amir Khan return for a third season of inessential reality TV with former pugilist Amir struggling to focus following his retirement from competitive sport. No time to wallow however as Faryals new makeup brand isnt going to launch and market itself and shes much keener to start a new phase of life. Jack Seale Silent Witness 9pm BBC One Emilia Fox David Caves and co continue to frown their way through the 26th series of the forensics drama. This weeks grisly twoparter starts with a group of partying teenagers discovering a deserted van which they prise open to find dead bodies inside HR 999 On the Front Line 10pm Channel 4 Another eyeopening 12hour shift riding shotgun with West Midlands paramedics filmed in early 2022 when Covid uncertainty was often eclipsed by a desire to return to social normality. That means a combination of alcoholrelated incidents and stressful athome emergencies. As ever the crews demonstrate incredible resilience. GV,2023-01-09T06:20:09Z
