Article,Headline,Headline Sentiment,Offense Rating,Negative Words,Offensive Words,Tags
11,No Headline,Extremely Negative,190,[],[],[]
12,No Headline,Extremely Negative,190,[],[],[]
13,No Headline,Extremely Negative,320,"['Fallen', 'concerns', 'Concern', 'Troubles', 'steep', 'losses', 'suffered', 'disruptive', 'Debt', 'risk', 'scarce', 'Lost', 'Ignore']",[],"[Franklin, Templeton, Anand, Radhakrishnan, Radhakrishnan, Radhakrishnan, Radhakrishnan, Ron, DeSantiss, Donald, Trumpand]"
14,"
      Indian food delivery firm Zomato's co-founder Patidar resigns
  ",Extremely Negative,230,"['resigned', 'resignation', 'vice', 'losses']",[],"[Gunjan, Patidar, Patidar, Mohit, Gupta, Nitin, Savara, Siddharth, Jhawar, Patidar]"
15,"
      Indian food delivery firm Zomato's co-founder Patidar resigns
  ",Extremely Negative,230,"['resigned', 'resignation', 'vice', 'losses']",[],"[Gunjan, Patidar, Patidar, Mohit, Gupta, Nitin, Savara, Siddharth, Jhawar, Patidar]"
16,"A message from John Furrier, co-founder of SiliconANGLE:",Somewhat Positive,40,"['loses', 'resigned', 'vice', 'unprofitable', 'loss']",[],"[Gunjan, Patidar, Patidar, Patidar, Mohit, Gupta, Rahul, Ganjoo, Siddharth, Jhawar, Deepinder, Goyal, John, Furrier, Andy, Jassy, Michael, Dell, Pat, Gelsinger]"
17,Fallen tech darlings are value buys for Franklin Templeton,Extremely Positive,20,"['concerns', 'suffered', 'disruptive']",[],"[Anand, Radhakrishnan, Radhakrishnan]"
18,"Jefferies repeats 'night is darkest before dawn', for Piramal Pharma this time",Extremely Positive,30,"['steep', 'fell', 'fall', 'concerns']",[],"[Alok, Dalal, Equity, Strategist]"
19,No Headline,Extremely Negative,580,"['concerns', 'Drones', 'Surrender', 'Fall', 'fallen', 'losers', 'concerns', 'slump', 'lose', 'steep', 'sour', 'debt', 'bad', 'troubled', 'worsening', 'disappointment', 'lost', 'Slump', 'worst', 'concerns', 'recession', 'worst', 'Risk', 'Misery']","['deposit', 'Drug', 'drug']","[Gautam, Adani, Sanjay, Mookim, Uday, Kotak, Suresh, Ganapathy, Abhishek, Kumar, Sampath, Reddy, Lianting, Tu]"
20,No Headline,Extremely Negative,340,"['fragmented', 'rivalry', 'threat', 'challenging', 'threat', 'hamper', 'impede', 'threat', 'impede', 'Threat', 'Threat', 'Threat', 'rivalry', 'disruption', 'risks']",[],"[Jesse, Maida]"
21,"India Online Food Delivery Market Report 2022-2027 with Competitive Analysis of Jubilant FoodWorks, Zomato, Box8, Bundl Technologies, FoodVista, Rebel Foods, & Yum! Brands - ResearchAndMarkets.com",Extremely Positive,120,"['deterrent', 'fake', 'Limited', 'Limited', 'Limited', 'Limited', 'Limited', 'Limited']",['penetration'],[]
22,"HDFC, Adani Enterprises and other memed stocks of the year",Extremely Positive,210,"['showdown', 'biting', 'twists', 'lost', 'rollercoaster', 'disappointing', 'decline', 'volatility', 'disappointed', 'eccentric', 'lie', 'relentless', 'issue', 'dreadful', 'issue', 'crashed', 'issue']",['burn'],"[Deepak, Parekh, Nawazuddin, Siddiquis, Akshay, Kumar, Hera, Pheri, Gautam, Adani, Ahmad, Sadat, Nawfal, sadatnawfal]"
23,"
			Ad Banaoge, Trend Karayenge: the Magic Of Moment Marketing
		",Extremely Positive,30,"['twist', 'hum', 'hum', 'lagging']",[],"[Karayenge, Kheer, mangoge, kheer, denge, Jeevan, Sathi]"
24,No Headline,Extremely Negative,250,"['delay', 'risk', 'irrational', 'complaints', 'delayed', 'Breaking']",[],"[Godot, Ritesh, Agarwal, Agarwal]"
25,No Headline,Extremely Negative,200,['unexpected'],[],"[Sriharsha, Majety, Joey]"
26,"Jefferies' Chris Wood adds REC to his portfolio, reduces exposure to Bajaj Finance",Extremely Positive,80,"['Limited', 'Greed', 'GREED', 'fears']",['Fear'],"[Chris, Wood, Wood, Wood, MC]"
27,No Headline,Extremely Negative,190,[],[],[Clare]
28,No Headline,Extremely Negative,200,['resigned'],[],"[Gunjan, Patidar, Gunjan, Patidar, Patidar, Deepinder, Goyal]"
29,No Headline,Extremely Negative,200,['Toll'],[],"[Laura, WoodSenior]"
30,No Headline,Extremely Negative,230,"['resigned', 'resignation', 'vice', 'losses']",[],"[Gunjan, Patidar, Patidar, Mohit, Gupta, Nitin, Savara, Siddharth, Jhawar, Patidar, Navamya, Ganesh, Acharya, Mark, Potter]"
31,India beats global markets: What propelled the rally this year,Extremely Positive,330,"['concerns', 'fallen', 'losers', 'concerns', 'slump', 'lose', 'steep', 'sour', 'debt', 'bad', 'troubled', 'worsening', 'disappointment', 'lost', 'Slump', 'worst', 'concerns', 'recession', 'worst']","['deposit', 'Drug', 'drug']","[Gautam, Adani, Sanjay, Mookim, Uday, Kotak, Suresh, Ganapathy, Abhishek, Kumar, Sampath, Reddy]"
32,No Headline,Extremely Negative,590,"['CRUDE', 'CRUDE', 'Rumors', 'risks', 'Dump', 'Volatility', 'resistance', 'volatile', 'Limited', 'LIMITED', 'Delayed', 'losses', 'resigned', 'LIMITED', 'losses', 'weak', 'fears', 'weak', 'fears', 'weak', 'fears', 'Limited', 'Resignation', 'LIMITED', 'LIMITED', 'LIMITED', 'Bearish', 'LIMITED', 'LIMITED']",['Slave'],"['lawsuit', Gunjan, Patidar, Gunjan, Patidar, Navamya, Ganesh, Acharya, Patidar, Gunjan, Patidar, Gunjan, Patidar, Deepinder, Goyal, Akshant, Goyal, Kaushik, Dutta, Sandhya, Sethia, Aparna, Popat, 'lawsuit']"
33,"Nexus Venture eyes $700 million fund to bet on India, US tech startups: Sources",Extremely Negative,320,"['poor', 'fell', 'hedge']","['burn', 'died']","[Naren, Gupta, Gupta, Sandeep, Singhal, Suvir, Sujan]"
34,Moneycontrol Pro Panorama | A sombre IPO market in 2022 holds lessons for investors and issuers,Extremely Positive,170,"['issue', 'issue', 'poor', 'complain', 'issue', 'issue', 'hard', 'issues', 'sharply', 'losing', 'disappointments', 'falling', 'issue', 'issues', 'dissent', 'warily', 'threat', 'rough']",[],[GuruSpeak]
35,"Closing Bell: Sensex, Nifty end higher amid volatility; IT, pharma, banks gain",Somewhat Negative,390,"['marginally', 'volatility', 'marginally', 'Issue', 'falls', 'dragged', 'volatility', 'dragged', 'Issue', 'dragged', 'fall', 'fall', 'weak', 'bias', 'crude', 'declines', 'infections', 'negative', 'warned', 'weakening', 'resistance', 'volatile', 'bias', 'absence', 'vulnerable', 'absence', 'volatile', 'losers', 'marginally', 'Challenging']",[],"[Gunjan, Patidar, Prashanth, Tapse, Gunjan, Patidar, Prashanth, Tapse, Kristalina, Georgieva, Shrikant, Chouhan, Vinod, Nair]"
36,"Zomato Co-Founder, Chief Technology Officer Gunjan Patidar Quits Company",Extremely Negative,220,"['resigned', 'resignation', 'resigned']",[],"[Gunjan, Patidar, Patidar, Mohit, Gupta, Gupta, Rahul, Ganjoo, Siddharth, Jhawar, Gaurav, Gupta]"
37,No Headline,Extremely Negative,200,['lost'],[],"[Gunjan, Patidar, Patidar, Mohit, Gupta]"
38,No Headline,Extremely Negative,200,['lost'],[],"[Gunjan, Patidar, Patidar, Mohit, Gupta]"
39,No Headline,Extremely Negative,200,['lost'],[],"[Gunjan, Patidar, Gunjan, Patidar, Patidar, Mohit, Gupta]"
40,"Zomato co-founder, CTO Gunjan Patidar resigns",Extremely Negative,190,[],[],"[Gunjan, Patidar, Mohit, Gupta, Gunjan, Patidar]"
41,Trade setup for today: Top 14 things to know before the opening bell,Extremely Positive,430,"['falling', 'negative', 'negate', 'bearish', 'Dark', 'downside', 'weakness', 'resistance', 'resistance', 'resistance', 'strike', 'resistance', 'strike', 'strike', 'strike', 'strike', 'strike', 'strike', 'strike', 'strike', 'strike', 'strike', 'strike', 'strike', 'strike', 'strike', 'strike', 'strike', 'strike', 'decline', 'resignation', 'fell', 'limit']",[],"[Nagaraj, Shetti, 'harassment', Zomato, Gunjan, Patidar, Patidar, 'lawsuit', 'lawsuit']"
42,A Beginner’s Guide to Gig Workers’ global campaign against Unfair Deactivation practices,Extremely Positive,0,[],[],[]
43," Watch: Friends Celebrating New Year Ask Zomato Delivery Agent To Join Them, Cut Cake ",Extremely Positive,50,"['strike', 'Unexpected', 'Unexpected', 'Unexpected', 'Unexpected', 'break']",[],"[Kishan, Srivatsa, Srivatsa, SrivatsaKishan, Deepinder, Goyal, Deepinder, Goyal]"
44,Fourth high profile exit in Zomato in 2 months,Extremely Negative,200,['resigned'],[],"[Gunjan, Patidar, Gunjan, Patidar, Gunjan, Patidar]"
45, Zomato's Co-Founder Gunjan Patidar Resigns ,Extremely Negative,220,"['resigned', 'resignation', 'resigned']",[],"[Gunjan, Patidar, Patidar, Mohit, Gupta, Gupta, Rahul, Ganjoo, Siddharth, Jhawar, Gaurav, Gupta]"
46,"""Bhaiya Accha Banana"": Zomato Requests Customers To Stop Giving This Instruction; Twitter Reacts",Extremely Negative,230,"['Breakup', 'limit', 'cheating', 'hefty']",[],"[zomato, zomato, bhaya, thoda, Anjali, iamanjali16, Chai, Kadak, Chainlove, zomato, Main, Kirti, Goswami, Kirteagoswami, Abhishek, Bakshe, abhishekbakshe, Zomato, Bhumi, bhumiijain]"
47,"Zomato, Blinkit Give A Hilarious Twist To Famous Bollywood Dialogue In New Ad",Extremely Positive,30,"['fail', 'funny', 'funny', 'unknown']",[],"[Ashneer, Grover, Somdatta, SahaExplorer, Somdatta]"
48, Zomato CEO Decides To Deliver Orders Himself On New Year's Eve ,Extremely Negative,210,"['break', 'vice']",[],"[Deepinder, Goyal, Deepinder, Goyal, Deepinder, Goyal, deepigoyal, Deepinder, Goyal, deepigoyal, Sanjeev, Bikhchandani, Deepinder, Goyal, deepigoyal, Deepinder, Deepinder, Bikhchandani]"
49,'That the team doesn’t run out of glucose...': Deepinder Goyal shares glimpses from Zomato office on New Year's eve,Somewhat Negative,100,['Limited'],[],"[Deepinder, Goyal, Goyal, Deepinder, Goyal]"
50,Adani effect propels India to become the best-performing stock market in the world in 2022,Extremely Positive,0,[],[],[]
51,"Watch: Zomato Delivery Agent Cuts Cake After Delivering It, Wins Hearts",Extremely Negative,260,"['cold', 'Unexpected', 'Unexpected', 'Unexpected', 'unexpected', 'thankless', 'bad']",[],"[Kishan, Srivatsa, SrivatsaKishan, Srivatsa, Kishan, Wonderful, SrivatsaKishan, Zahoor, DanishZahoor13, Dipil, Kumar, Vasu, dipilkumar, Madhumadhab, Ghosal, mmg0102, Manisasharma8, Manisasharma81, Sachin, Patel, SachinP23839058, AhujaAditi]"
52," Watch: Zomato Delivery Agent Dances Outside Wedding Venue, Internet Calls It ""Wholesome"" ",Extremely Negative,200,['delayed'],[],"[Pulkit, Kochar, Kochar, Asha, Bhosle, Suresh, Wadkars, Zomato, yaar, yaar, Mask]"
53, Zomato Co-Founder Resigns: 5 Facts On Gunjan Patidar ,Extremely Negative,210,"['resigned', 'resignation']",[],"[Gunjan, Patidar, Gunjan, Patidar, Gunjan, Patidar, Gunjan]"
54,"Zomato CEO Deepinder Goyal Turned ""Delivery Boy"" On New Year's Eve; Shared Experience",Somewhat Positive,20,"['stress', 'guilty']",[],"[Deepinder, Goyal, Deepinder, Goyal, Deepinder, Goyal, deepigoyal, Deepinder, Goyals, Deepinder, Goyal, deepigoyal, Deepinder, Goyal, Deepinder, Goyal, deepigoyal, Goyal, Deepinder, Goyal, Deepinder, Goyal, deepigoyal, Deepinder, Goyal, deepigoyal, Neha, GroverLove, Neha]"
55," Zomato's Hilarious Twist To Amitabh Bachchan's ""Horrible Error"" Tweet Goes Viral ",Extremely Negative,510,"['horrible', 'error', 'twist', 'trivial', 'concern', 'incorrectly', 'horrible', 'error', 'HORRIBLE', 'ERROR', 'wrong', 'wrong', 'wrong', 'problem', 'HORRIBLE', 'ERROR', 'wrong', 'wrong', 'wrong', 'wrong', 'horrible', 'error', 'HORRIBLE', 'ERROR', 'wrong', 'HORRIBLE', 'ERROR', 'wrong', 'savage', 'HORRIBLE', 'ERROR', 'wrong']",[],"[Amitabh, Bachchans, Bachchan, Amitabh, Bachchan, SrBachchan, Zomato, chai, chai, momos, APOLGIES, zomato, zomato, chai, momos, APOLGIES, Bachchans, chaimomos, chai, masala]"
56,"Closing Bell: Nifty ends above 18,100, Sensex gains 361 pts led by metal, power, realty",Extremely Negative,580,"['worries', 'erase', 'volatility', 'issue', 'dead', 'concerns', 'risk', 'jobless', 'falls', 'volatile', 'absence', 'losses', 'fears', 'absence', 'negative', 'crude', 'stuck', 'lacking', 'bias', 'weak', 'losers', 'issue', 'crude', 'crude']",['fire'],"['harassment', 'harassment', Prashanth, Tapse, Kuroda, Rupak, De, Kunal, Shah, Ajit, Mishra, Vinod, Nair, Shrikant, Chouhan, Dilip, Parmar]"
57, Zomato Asks Customers To Stop Giving This Cooking Instruction ,Extremely Negative,210,"['negative', 'allergic']",[],"[zomato, zomato]"
58,No Headline,Extremely Negative,5910,"['Rot', 'bad', 'ugly', 'Debt', 'Problem', 'debt', 'farce', 'crisis', 'Reluctant', 'unlikely', 'risk', 'infamous', 'Breaks', 'Resistance', 'Painful', 'chaos', 'coldly', 'laid', 'shortage', 'Fake', 'Dupe', 'delay', 'collapse', 'Faults', 'Unpopular', 'errors', 'wrong', 'fears', 'implode', 'Scapegoat', 'collapse', 'debt', 'limit', 'meltdown', 'rejects', 'polluters', 'leak', 'bias', 'risk', 'bad', 'ugly', 'Bad', 'Lost', 'Debt', 'Showdown', 'Losses', 'Debacle', 'denied', 'allegation', 'cringe', 'debt', 'recession', 'rough', 'drought', 'complicated', 'struggle', 'Expensive', 'Cowardly', 'Losers', 'Emergency', 'Concerns', 'Tyranny', 'offensive', 'risk', 'debt', 'limit', 'unlikely', 'risk', 'lied', 'lied', 'fake', 'issues', 'sues', 'flagging', 'debt', 'limit', 'Risk', 'Costly', 'Struggles', 'Debt', 'Limit', 'dying', 'suppression', 'problem', 'fiasco', 'warning', 'recession', 'worse', 'meltdown', 'Recession', 'sacrificed', 'Shark', 'Shark', 'allegations', 'flagging', 'recession', 'joke', 'bad', 'debt', 'mess', 'crisis', 'fret', 'controversial', 'sues', 'shameful', 'loses', 'fears', 'Hard', 'Ugly', 'complaints', 'disgrace', 'contentious', 'sue', 'shortage', 'furor', 'lost', 'biased', 'Worst', 'damages', 'recession', 'complaint', 'bias', 'loud', 'skeptic', 'emergency', 'debt', 'limit', 'declines', 'Meltdown', 'debt', 'limit', 'Shockingly', 'problem', 'stress', 'risks', 'Falling', 'risk', 'volatility', 'Murky', 'Liable', 'Sues', 'Mystery', 'debt', 'subpoenas', 'Objections', 'Threatening', 'sued', 'split', 'fails', 'Abnormal', 'Drones', 'Remorse', 'Regret', 'shortage', 'crushed', 'false', 'recession', 'error', 'incorrectly', 'glitch', 'embattled', 'loose', 'Cautionary', 'Fake', 'recession', 'debt', 'crisis', 'foe', 'worries', 'bad', 'Issue', 'guilty', 'obstruction', 'accusation', 'hoax', 'insults', 'sues', 'risks', 'doubt', 'dying', 'tentative', 'debt', 'discriminatory', 'lose', 'complaints', 'convoluted', 'confusing', 'lost', 'outraged', 'trash', 'debt', 'limit', 'concerns', 'minority', 'Allergy', 'Delaying', 'Scam', 'Issues', 'Hard', 'Mistake', 'Failures', 'Marginal', 'debt', 'limit', 'scandals', 'dead', 'debt', 'limit', 'Crisis', 'wrong', 'breaks', 'loss', 'Breach', 'Crude', 'fall', 'conflicts', 'attacks', 'denies', 'fall', 'accusing', 'noise', 'sabotage']","['Fraud', 'stroke', 'stroke', 'Hell', 'Fire', 'Republican', 'racial', 'stroke', 'stroke', 'Stroke', 'fraud', 'fraud', 'fraud', 'Explosion', 'Lynch', 'Cancer', 'sexual', 'assault', 'fraud', 'sick', 'racial', 'Beast', 'cancer', 'Firing', 'Shooting', 'fraud', 'killing', 'Burn', 'fraud', 'HIV', 'rape', 'Republican', 'deposit', 'fraud', 'fraud', 'deposit', 'gun', 'Naked', 'Killed', 'Burn', 'Virgin', 'Arab', 'explosion', 'explosion', 'explosion', 'crime', 'assassination', 'killer', 'murder', 'killer', 'murder']","[Scaramucci, Sam, BankmanFried, Nikola, Nancy, Pelosi, 'lawsuit', Bolsonaro, Biden, 'lawsuit', JJ, Ada, Muluneh, Kishida, Biden, 'lawsuit', Yellen, Bill, Hwangs, Archegos, 'lawsuit', Alito, Nancy, Pelosi, Janet, Yellen, Kevin, McCarthy, Trump, Carrolls, 'lawsuit', LukeEdwardHall, Michael, Mann, 'harassment', Johnstone, Yellen, George, Santos, Trump, 'lawsuit', E., Jean, Carroll, Bill, Gates, Santos, Yellen, Yellen, Keenan, Trump, E., Jean, Carroll, 'lawsuit', Merrick, Garland, Biden, Stephen, Curry, Santiago, Ormeo, Kanye, West, Kanye, West, Bianca, Censori, Robbie, Knievel, Knievel, Evel, Knievel, Miley, Cyrus, Miley, Cyrus, Winklevoss, 'lawsuit', Tim, Cook, John, Lynch, Daniel, Niles, James, Comer, Lisa, Marie, Presley, Jamie, Dimon, Steve, Moore, Gavin, Newsom, Joe, Bidens, 'lawsuit', 'lawsuit', Thom, Browne, Trump, Trump, 'harassment', 'harassment', Trump, E., Jean, Carrolls, Harry, Meghan, Elon, Musk, 'lawsuit', 'harassment', 'harassment', Sarah, Natochenny, WonderFi, 'lawsuit', Biden, Tim, Cook, 'lawsuit', 'lawsuit', Winklevoss, Barry, Diller, Barry, Ritholtz, Semafor, Semafor, Brazils, Beyonc, Semafor, Semafor, CODE, BLUE, Semafor, Stephen, Heifetz, Semafor, Beavers, Semafor, Semafor, Jamal, Murray, Biden, Elon, Musk, Elon, Musk, Larry, Summers, Warren, Buffetts, Elon, Musk, Biden, Biden, Trump, Merrick, Garland, Biden, 'harassment', Tim, Cook, Bolsonaro, Trump, 'harassment', 'lawsuit', Menendez, David, Kessler, Trump, E., Jean, Carroll, 'lawsuit', George, Santos, Anthony, Devolder, Jim, Banks, Kyle, Rittenhouse, Kari, Lake, Kari, Lake, Trump, Jonathan, Kanter, 'lawsuit', Yellen, 'lawsuit', Alfred, Lin, Steve, Bannon, Nelson, Peltz, John, Kennedy, Tate, Fegley, David, Gordon, Peter, Klein, Jeff, Deist, Robert, P., Murphy, Peter, G., Klein, Yellen, Kevin, McCarthy, Webb, Kanye, West, Bolsonaro, Brooks, Capehart, Bidens, George, Santos, Biden, George, Floyd, Elon, Musk, Artis, Pabriks, Shinzo, Abe, Shinzo, Abe, Shinzo, Abe, 'lawsuit', 'lawsuit', Milo, Zeman]"
59,"IT Sector Preview: EBIT margin to look up but lack of growth, flat deal wins to weigh",Somewhat Negative,220,"['weak', 'recessionary', 'negative', 'foreboding', 'stagnation', 'disappoints', 'lag', 'inflationary', 'negative', 'slower', 'risk', 'weakness', 'weak']",[],"[Nitin, Padmanabhan, Kawaljeet, Saluja, Saluja, Dipesh, Mehta, Mehta, Padmanabhan, Padmanabhan, Saluja]"
60,"Zomato, Paytm, and Nykaa: Buy, Avoid, Hold, or Sell?",Extremely Negative,660,"['wrong', 'issue', 'decline', 'fall', 'worse', 'destruction', 'losses', 'difficult', 'falling', 'bad', 'fall', 'fall', 'decline', 'fall', 'loss', 'loss', 'loss', 'hype', 'issue', 'decline', 'damaging', 'impediment', 'worry', 'Unfortunately', 'expensive', 'Falling', 'fall', 'fall', 'hard', 'loss', 'painful', 'fallen']","['burn', 'burn', 'Knife']","[Aditya, Vora, Tanushree, Banerjee, Brijesh, Bhatia, Brijeshs]"
61,Biryani Remains India's Most Ordered Food In 2022: Zomato Report,Extremely Positive,30,"['loss', 'lose', 'expensive', 'unknown']",[],"[Elon, Musk, Elon, Musk, Elon, Musk, Virat, Kohli, Ankur, Elon, Musk, Somdatta, SahaExplorer, Somdatta]"
62," ""Raising The Bars"": Mumbai Police Joins Social Media Trend, Sends A Strong Message ",Extremely Positive,60,"['fails', 'hum']",['crime'],"[Tum, doodh, mangoge, hum, kheer, denge, Mongoge, 247, Denge]"
63,"Zomato co-founder and CTO, Gunjan Patidar, resigns ",Extremely Negative,220,"['resignation', 'resigned', 'Limited']",[],"[Gunjan, Patidar, Gunjan, Patidar, Mohit, Gupta, Gupta, Rahul, Ganjoo, Siddharth, Jhawar, Gaurav, Gupta]"
64,"P/E of 1,000? Investors cautious over huge valuation of Mamaearth IPO",Extremely Negative,460,"['losing', 'exorbitant', 'issue', 'Ridiculous', 'disastrous', 'extortion', 'loss', 'hype', 'mistake', 'Risks', 'limited', 'risk', 'Blunt', 'Shark', 'refuse', 'concerns', 'issue']","['butt', 'backseat']","[Gaurav, Kapoor, Kapoor, Kapoor, Sofina, Stellaris, Shilpa, Shetty, Aditya, Kondawar, Ambareesh, Baliga, Baliga, Kush, Agarwal, Ghazal, Alagh, Baliga]"
65," Delhi Man Placed 3,330 Orders From Zomato This Year ",Extremely Negative,190,[],[],"[Ankur, Elon, Musk, Ye, Kohli, kya, khata, hai]"
66,Zomato a good potential new age growth company to look at; liked Landmark IPO: Vinit Bolinjkar,Somewhat Positive,40,"['missed', 'issue', 'concerned', 'Issues', 'evasion']",[],"[Swarup, Mohanty, Vinit, Bolinjkar]"
67,Rs 2.25 crore in 8 minutes! How Ashneer Grover minted money in Zomato IPO,Extremely Negative,370,"['Hard', 'Shark', 'issue', 'risk', 'insecurity', 'greed', 'losing', 'hedge', 'mediocre', 'retreated', 'dragged', 'Lose', 'slowed']",['penetration'],[Deepinder]
68,"Jefferies dumps Zomato, picks 2 new metal stocks in its India portfolio",Extremely Positive,70,"['fallen', 'wary', 'loss', 'slower', 'overweight', 'weak', 'Issues', 'evasion']",[],[]
69,Zomato’s senior level exits worry restaurant partners,Generally Neutral,20,"['worry', 'jitters']",[],[]
70,"'If the US is not falling and China is doing well, India may underperform China for 6-12 months': Samir Arora",Somewhat Negative,110,"['falling', 'falling']",[],"[Samir, Arora, Samir, Arora, Samir, Arora, Arora]"
71,"Swiggy, Zomato Received More Than 5 Lakh Orders On New Year's Eve: Report",Extremely Negative,220,"['hard', 'cold', 'unknown']",[],"[Deepinder, Goyal, Albinder, Dindsa, Dindsa, Deepinder, Goyal, Deepinder, Goyal, Somdatta, SahaExplorer, Somdatta]"
72,India’s fallen tech darlings are value buys for Franklin Templeton after $20 billion wipeout,Extremely Positive,20,"['disruptive', 'violation']",[],"[Anand, Radhakrishnan, Radhakrishnan, Radhakrishnan]"
73,Zomato stock declines 5% in morning trade,Somewhat Negative,120,"['resigned', 'fell', 'resignation']",[],"[Gunjan, Patidar, Patidar]"
74,"Zomato co-founder, CTO Gunjan Patidar resigns",Extremely Negative,240,"['resigned', 'resignation', 'vice', 'resigned', 'resignation']",[],"[Gunjan, Patidar, Patidar, Mohit, Gupta, Nitin, Savara, Siddharth, Jhawar, Mohit, Gupta, Gupta, Rahul, Ganjoo, Siddharth, Jhawar, Gaurav, Gupta, Patidars]"
75,Morning Scan: All the big stories to get you started for the day,Extremely Positive,500,"['lack', 'unlawful', 'sharply', 'slowest', 'slow', 'impending', 'recession', 'sharply', 'uncertain', 'recessionary', 'concerns', 'lapses', 'adverse', 'risk', 'risk', 'tainted', 'murky', 'loses', 'losses', 'exorbitant', 'hurt', 'fell']","['burn', 'penetration', 'penetration']","[Abdul, Nazeer, 'lawsuit', 'lawsuit', BV, Nagarathna, 'lawsuit', Chanda, Kochhar, Chanda, Kochhar, Kochhar, Kochhars, Chanda, Kochhars, 'harassment']"
76,"Sensex loses 100 points, Nifty nears 18,150; Zomato falls 3%",Extremely Negative,240,"['loses', 'falls', 'loses', 'falls', 'falls']",[],[]
77,No Headline,Extremely Negative,200,['hectic'],[],[]
78,Is Zomato Gold making a comeback? CEO Deepinder Goyal gives subtle hint,Somewhat Positive,40,"['struggling', 'crisis', 'losses', 'unavailable', 'Limited']",[],"[Deepinder, Goyals, Goyal, Elon, Musk]"
79,Mint Explainer: Are Japan and the UK in a  'quasi-alliance'?,Extremely Negative,190,[],[],[]
80,‘Going to deliver a couple of orders’: Zomato CEO Deepinder Goyal leaves office to deliver orders on New Year’s Eve.,Extremely Negative,210,"['break', 'Limited']",[],"[Deepinder, Goyal, Goyal, Albinder, Dhindsa]"
81,"'Khana mangoge, Langar denge': Sikh man wins heart with his take on Zomato-Blinkit campaign",Extremely Positive,20,"['cold', 'twist', 'Limited']",[],"[Harteerath, Singh, Singh, Singh, Singh, Singhs, Singh, Singh, Kheer, mangoge, Doodh, mangoge]"
