Article,Headline,Headline Sentiment,Offense Rating,Negative Words,Offensive Words,Tags
15,"
sj26/LICENSE.md
",Generally Neutral,100,"['detriment', 'LIMITED', 'LIABLE', 'DAMAGES', 'LIABILITY']",[],"['lawsuit', 'lawsuit']"
16,punnerud/rgcosm,Generally Neutral,10,['risk'],[],[]
17,justjake/Gauss,Generally Neutral,40,"['drag', 'untested', 'slow', 'split', 'limit']",[],[Gauss]
18,Owez/yark,Generally Neutral,30,"['dark', 'bad', 'issues', 'damage']",[],[]
19,"
Spuffynism/1-solving-a-dungeons-and-dragons-riddle-using-prolog.md
",Extremely Negative,220,"['Dungeons', 'dungeon', 'problem']",[],"[Santa, Clauss, Vixen, Rudolph, Prancer, Dasher, Vixen, Dancer, Donder, Blitzen, Rudolph, Comet, Cupid, Prancer, Rudolph, Donder, Cupid, Cupid, Rudolph, Prancer, Blitzen, Cupid, Rudolph, Prancer, Dasher, Vixen, Dasher, Donder, Blitzen, Rudolph, Blitzen, Donder, Blitzen, Cupid, Donder, isbehindblitzen, cupid, blitzen, blitzen, isbehinddonder, blitzen, ., Rudolph, Dasher, Dancer, Donder, rudolph, rudolph, isbehinddonder, rudolph, ., Dasher, Prancer, Rudolph, Prancer, Vixen, Dasher, Vixen, Donder, Blitzen, Rudolph, Rudolph, Rudolph, Donder, Rudolph, Prancer, Cupid, Rudolph, Dasher, Rudolph, Donder, Rudolph, Prancer, Vixen, Dasher]"
20,p-durlej/newsys,Generally Neutral,10,['omit'],[],[]
21,internetarchive/dweb-mirror,Extremely Negative,510,"['lack', 'unaffordable', 'unreliable', 'slow', 'unavailable', 'limit', 'Lack', 'poorer', 'poorer', 'bugs', 'slow', 'limited', 'worried', 'break', 'issues', 'issues', 'object']","['poverty', 'corruption', 'GUN']","['hate speech', 'hate speech', foobar, foobar, 'hate speech']"
22,Home,Extremely Positive,0,[],[],[]
23,sebbekarlsson/glms,Generally Neutral,30,"['sin', 'object', 'object', 'issue']",[],"[John, Doe, John, Doe, John, John]"
24,Name already in use,Extremely Positive,720,"['scratch', 'vice', 'scratch', 'challenging', 'randomly', 'stumbled', 'slow', 'mock', 'mock', 'arbitrary', 'slow', 'object', 'error', 'worry', 'object', 'FALSE', 'stab', 'Slack']","['execute', 'execution', 'execution', 'execution', 'execution', 'executed', 'execution', 'execute', 'execution', 'execution', 'execution']","['hate speech', 'hate speech', 'hate speech', 'hate speech', 'hate speech', 'hate speech', 'hate speech', 'hate speech', 'hate speech', 'hate speech', 'hate speech', Barak, Alon, George, Sittas]"
25,nikvdp/pbproxy,Extremely Negative,280,"['falls', 'lazy', 'bash', 'cloud']",['dirty'],['hate speech']
26,FastVM/Web49,Extremely Positive,10,['break'],[],[]
27,casey/just,Generally Neutral,2460,"['Errors', 'errors', 'errors', 'Unknown', 'arbitrary', 'issue', 'Discord', 'bug', 'bash', 'bash', 'fail', 'incompatible', 'break', 'bugs', 'break', 'unstable', 'unstable', 'incompatible', 'insensitive', 'error', 'fails', 'error', 'suppress', 'error', 'false', 'false', 'false', 'bash', 'bash', 'Bash', 'bash', 'Rust', 'breaks', 'ignore', 'Errors', 'fails', 'Rust', 'fail', 'unwanted', 'broken', 'Error', 'Abort', 'error', 'randomly', 'disabled', 'inequality', 'error', 'error', 'error', 'error', 'error', 'crashes', 'crashes', 'fail', 'fail', 'arbitrary', 'limitations', 'bash', 'bash', 'split', 'split', 'Bash', 'bash', 'bash', 'Bash', 'strictly', 'bash', 'fails', 'undefined', 'fails', 'problem', 'undefined', 'bash', 'challenging', 'bash', 'error', 'error', 'dumping', 'bash', 'bash', 'bash', 'error', 'fails', 'error', 'fatal', 'error', 'suppress', 'error', 'fatal', 'fuzzy', 'split', 'strange', 'error', 'Conflicting', 'unstable', 'unstable', 'unstable', 'splitting', 'Dumping', 'dump', 'unstable', 'unstable', 'false', 'Splitting', 'splitting', 'ignore', 'bash', 'Bash', 'Rust', 'shortage', 'Rust', 'Rust', 'Rust', 'breaks', 'gruesome', 'breaks', 'worry', 'Rust', 'Rust', 'Rust', 'Rust', 'Bump', 'confusing', 'complicated', 'refuse', 'disable', 'hard', 'risk', 'confusing', 'error', 'mess', 'Rust', 'miscellaneous', 'Rust', 'Complex', 'slow', 'complex']","['executed', 'execution', 'execute', 'executed', 'execution', 'execution', 'execution', 'execution', 'execution', 'Execution', 'failed', 'executed', 'executed', 'Execution', 'execute', 'executed', 'executed', 'executed', 'execute', 'executed', 'failed', 'executed']","[Kakoune, Kakoune, 'hate speech', 'hate speech', 'hate speech', 'hate speech', 'hate speech', 'hate speech', trimendmatchs, pat, pat, trimendmatchess, pat, pat, pat, trimstartmatchess, pat, pat, foois, foobar, txtis, foo, ., txtis, foobar, 'hate speech', baris, foobar, ., 'hate speech', 'hate speech', 'hate speech', 'hate speech', 'hate speech', Larry, Wall, Hin, sh, usrbinenv, Hola, Larry, Wall, 'hate speech', 'hate speech', 'hate speech', 'hate speech', 'hate speech', echo, x, 'hate speech', 'hate speech', 'hate speech', Larry, Wall, foo, Foo, 'hate speech', fooa, barb, 'hate speech', maid, cargomake, mask, makesure, haku, Casey]"
28,elanmart/cbp-translate,Extremely Positive,310,"['rough', 'cloud', 'issues', 'trivial', 'Unfortunately', 'errors', 'hurting', 'struggles', 'downside', 'messy', 'downside', 'isolation', 'problem', 'cloud', 'cloud', 'rough', 'issue', 'limit', 'Limitations', 'limitations', 'imperfect', 'simplistic']","['Japanese', 'remains']","[Keanu, Reeves, Steven, Colbert, 'hate speech', Jaccard, 'hate speech', Erik, Bernhardsson]"
29,sourcegraph/conc,Generally Neutral,620,"['errors', 'error', 'error', 'error', 'error', 'leak', 'leak', 'pain', 'fail', 'opinionated', 'problem', 'panic', 'panic', 'undesirable', 'panic', 'panic', 'Ignore', 'error', 'panic', 'bad', 'wrong', 'bad', 'bad', 'wrong', 'panic', 'panicked', 'panic', 'lose', 'panic', 'trivial', 'difficult', 'difficult', 'difficult', 'static', 'static', 'breaking', 'issue', 'concerns']","['failure', 'harder', 'harder', 'fire', 'crash']","['hate speech', 'hate speech', 'hate speech', 'hate speech', 'hate speech']"
30,"33 Years Later, There's Finally a Capture Card for Recording Game Boy Gameplay",Extremely Positive,90,"['ugly', 'hack', 'hacks', 'Shark', 'cheating', 'limitations', 'unfortunately']",[],"[Sebastian, Staacks, Staacks, 'lawsuit', Staacks, Staacks]"
